pm2.5,pm10,time,temperature,humidity
68.1,159.3,2019-11-10 10:19:39.262819,21.672770275425357,42.47043564507515
68.5,160.4,2019-11-10 10:19:40.198201,21.672770275425357,42.43228809033341
68.3,159.4,2019-11-10 10:19:41.136530,21.659418631265737,42.36514839398794
68.3,157.0,2019-11-10 10:19:42.384899,21.686121919584952,42.27359426260777
68.7,154.7,2019-11-10 10:19:43.323402,21.686121919584952,42.221713588159
68.7,155.2,2019-11-10 10:19:44.272687,21.70214389257649,42.17135881589989
68.9,155.1,2019-11-10 10:19:45.200621,21.70214389257649,42.13168535896849
68.9,155.9,2019-11-10 10:19:46.144081,21.728847180895706,42.13473716334783
68.4,154.4,2019-11-10 10:19:47.393281,21.728847180895706,42.08438239108873
68.0,146.3,2019-11-10 10:19:48.331598,21.728847180895706,42.10879682612345
67.7,141.9,2019-11-10 10:19:49.270029,21.71549553673611,42.067597467002365
67.7,142.6,2019-11-10 10:19:50.213714,21.728847180895706,42.015716792553604
67.9,141.1,2019-11-10 10:19:51.146761,21.728847180895706,42.00350957503625
67.9,142.8,2019-11-10 10:19:52.085258,21.744869153887237,42.05691615167468
67.9,142.3,2019-11-10 10:19:53.345666,21.744869153887237,41.992828259708546
68.0,144.9,2019-11-10 10:19:54.289096,21.744869153887237,42.01724269474328
67.9,142.7,2019-11-10 10:19:55.232737,21.77157244220645,41.994354161898215
67.8,142.6,2019-11-10 10:19:56.171074,21.77157244220645,41.994354161898215
67.7,142.0,2019-11-10 10:19:57.104272,21.728847180895706,41.98977645532921
67.8,143.2,2019-11-10 10:19:58.348200,21.75822079804685,41.9806210421912
67.8,143.5,2019-11-10 10:19:59.286532,21.75822079804685,41.9806210421912
67.8,143.4,2019-11-10 10:20:00.209712,21.77157244220645,41.956206607156474
67.7,145.2,2019-11-10 10:20:01.127833,21.75822079804685,41.956206607156474
67.4,144.4,2019-11-10 10:20:02.351450,21.75822079804685,41.939421683070115
67.4,146.3,2019-11-10 10:20:03.269385,21.787594415197987,41.919584954604396
67.2,143.3,2019-11-10 10:20:04.186909,21.77157244220645,41.88906691081103
67.2,145.4,2019-11-10 10:20:05.125006,21.814297703517198,41.893644617380026
67.2,144.3,2019-11-10 10:20:06.379237,21.787594415197987,41.879911497673
67.1,143.3,2019-11-10 10:20:07.312709,21.77157244220645,41.88906691081103
67.3,144.2,2019-11-10 10:20:08.261351,21.8009460593576,41.879911497673
67.1,142.1,2019-11-10 10:20:09.194340,21.77157244220645,41.864652475776296
67.2,144.5,2019-11-10 10:20:10.132509,21.814297703517198,41.893644617380026
67.3,145.7,2019-11-10 10:20:11.383262,21.8009460593576,41.85244525825895
67.5,145.7,2019-11-10 10:20:12.316350,21.77157244220645,41.864652475776296
67.2,143.5,2019-11-10 10:20:13.253938,21.787594415197987,41.86617837796597
67.0,142.5,2019-11-10 10:20:14.192241,21.787594415197987,41.83871213855192
66.8,142.4,2019-11-10 10:20:15.125288,21.744869153887237,41.860074769207294
66.9,140.7,2019-11-10 10:20:16.363723,21.787594415197987,41.811245899137866
67.3,143.3,2019-11-10 10:20:17.301871,21.77157244220645,41.83871213855192
67.9,145.4,2019-11-10 10:20:18.245564,21.744869153887237,41.84634164950028
68.1,146.0,2019-11-10 10:20:19.184039,21.744869153887237,41.83413443198291
68.3,147.3,2019-11-10 10:20:20.112293,21.77157244220645,41.83871213855192
68.1,147.7,2019-11-10 10:20:21.356144,21.77157244220645,41.87838559548333
68.0,146.1,2019-11-10 10:20:22.299604,21.744869153887237,41.87380788891432
68.0,148.0,2019-11-10 10:20:23.243096,21.75822079804685,41.84786755168994
68.0,143.8,2019-11-10 10:20:24.181615,21.75822079804685,41.8097199969482
68.4,147.6,2019-11-10 10:20:25.114878,21.77157244220645,41.87838559548333
68.7,147.7,2019-11-10 10:20:26.358736,21.744869153887237,41.860074769207294
68.7,150.1,2019-11-10 10:20:27.296598,21.71549553673611,41.882963302052346
68.6,149.4,2019-11-10 10:20:28.234731,21.728847180895706,41.88448920424201
68.8,149.2,2019-11-10 10:20:29.178344,21.744869153887237,41.88754100862135
68.8,150.0,2019-11-10 10:20:30.111665,21.728847180895706,41.89822232394904
68.9,149.4,2019-11-10 10:20:31.352559,21.728847180895706,41.89822232394904
68.9,149.1,2019-11-10 10:20:32.296294,21.70214389257649,41.98825055313953
69.0,148.4,2019-11-10 10:20:33.239818,21.71549553673611,41.96231021591515
69.0,148.7,2019-11-10 10:20:34.172887,21.70214389257649,42.00198367284657
69.1,150.0,2019-11-10 10:20:35.116363,21.70214389257649,42.02639810788129
69.1,152.5,2019-11-10 10:20:36.349907,21.686121919584952,42.03860532539864
69.1,153.4,2019-11-10 10:20:37.288187,21.672770275425357,42.07675288014038
69.2,152.6,2019-11-10 10:20:38.226558,21.686121919584952,42.09048599984741
69.0,152.6,2019-11-10 10:20:39.159808,21.686121919584952,42.02487220569162
68.4,149.3,2019-11-10 10:20:40.403709,21.659418631265737,42.061493858243686
68.2,148.1,2019-11-10 10:20:41.346300,21.646066987106124,42.02029449912261
67.8,148.5,2019-11-10 10:20:42.284716,21.646066987106124,41.994354161898215
67.3,147.9,2019-11-10 10:20:43.217968,21.646066987106124,42.05844205386435
67.5,150.6,2019-11-10 10:20:44.156454,21.6300450141146,42.01724269474328
67.4,152.6,2019-11-10 10:20:45.400244,21.60334172579537,42.05386434729534
67.5,154.8,2019-11-10 10:20:46.344033,21.60334172579537,42.067597467002365
67.4,152.5,2019-11-10 10:20:47.277094,21.616693369954987,42.04318303196765
67.2,151.7,2019-11-10 10:20:48.225479,21.573968108644237,42.07675288014038
66.9,151.9,2019-11-10 10:20:49.163773,21.58731975280385,42.26291294728008
66.9,150.8,2019-11-10 10:20:50.407529,21.58731975280385,42.43381399252308
67.4,151.6,2019-11-10 10:20:51.340612,21.573968108644237,42.60318913557641
67.1,150.4,2019-11-10 10:20:52.284232,21.573968108644237,42.694743266956586
67.3,150.7,2019-11-10 10:20:53.232854,21.54726482032501,42.83665217059586
67.3,151.9,2019-11-10 10:20:54.165848,21.531242847333488,43.031967650873575
67.3,150.6,2019-11-10 10:20:55.104184,21.531242847333488,44.35187304493782
66.9,150.9,2019-11-10 10:20:56.353194,21.517891203173875,45.76943617914092
67.0,148.3,2019-11-10 10:20:57.291624,21.50453955901427,46.260776684214534
66.7,147.7,2019-11-10 10:20:58.235253,21.54726482032501,46.18295567254139
66.5,146.6,2019-11-10 10:20:59.173655,21.50453955901427,45.743495841916534
66.4,145.2,2019-11-10 10:21:00.106724,21.50453955901427,45.31166552224003
66.6,145.6,2019-11-10 10:21:01.356337,21.517891203173875,44.95155260547799
66.8,148.3,2019-11-10 10:21:02.294723,21.47516594186313,44.5990691996643
66.6,146.6,2019-11-10 10:21:03.238325,21.461814297703512,44.19928282597085
66.9,147.6,2019-11-10 10:21:04.171469,21.461814297703512,43.8147554741741
67.2,145.3,2019-11-10 10:21:05.099342,21.461814297703512,43.54009308003357
67.5,144.6,2019-11-10 10:21:06.352794,21.448462653543913,43.356984817273215
67.9,145.1,2019-11-10 10:21:07.296474,21.448462653543913,43.201342793926905
67.7,144.5,2019-11-10 10:21:08.234957,21.419089036392762,43.059433890287636
67.6,144.4,2019-11-10 10:21:09.168096,21.405737392233164,42.92362859540703
67.8,144.2,2019-11-10 10:21:10.411781,21.389715419241625,42.79392690928511
68.4,145.6,2019-11-10 10:21:11.350070,21.389715419241625,42.72678721293965
69.0,149.3,2019-11-10 10:21:12.288656,21.363012130922414,42.63065537499046
69.3,152.0,2019-11-10 10:21:13.227153,21.363012130922414,42.51163500419622
69.5,152.2,2019-11-10 10:21:14.160172,21.333638513771266,42.54825665674829
69.2,150.6,2019-11-10 10:21:15.409234,21.30693522545205,42.50553139543754
68.9,147.8,2019-11-10 10:21:16.347209,21.333638513771266,42.537575341420606
68.9,148.4,2019-11-10 10:21:17.285532,21.30693522545205,42.54673075455864
69.1,147.8,2019-11-10 10:21:18.229322,21.29091325246052,42.59708552681773
69.4,147.0,2019-11-10 10:21:19.167860,21.277561608300914,42.58030060273136
69.1,146.6,2019-11-10 10:21:20.411531,21.2642099641413,42.566567483024336
68.9,145.7,2019-11-10 10:21:21.344614,21.23216601815824,42.565041580834674
68.7,145.4,2019-11-10 10:21:22.282651,21.23216601815824,42.62912947280079
68.0,142.4,2019-11-10 10:21:23.253511,21.205462729839013,42.62607766842145
67.9,142.0,2019-11-10 10:21:24.191907,21.18944075684749,42.6489662012665
67.5,141.2,2019-11-10 10:21:25.130270,21.17608911268788,42.63523308155947
67.5,139.4,2019-11-10 10:21:26.373879,21.162737468528267,42.67490653849088
67.3,138.7,2019-11-10 10:21:27.311565,21.14671549553674,42.69779507133593
67.4,138.9,2019-11-10 10:21:28.260010,21.14671549553674,42.69779507133593
67.6,139.8,2019-11-10 10:21:29.203594,21.13336385137713,42.749675745784685
67.9,141.3,2019-11-10 10:21:30.141981,21.14671549553674,42.749675745784685
67.7,139.6,2019-11-10 10:21:31.380096,21.120012207217513,42.76188296330204
67.6,138.8,2019-11-10 10:21:32.318582,21.077286945906767,42.807660028992146
67.5,140.7,2019-11-10 10:21:33.256754,21.090638590066376,42.82291905088884
67.4,141.1,2019-11-10 10:21:34.195165,21.063935301747165,42.859540703440906
67.2,140.5,2019-11-10 10:21:35.133700,21.03456168459601,42.84122987716487
67.0,139.9,2019-11-10 10:21:36.377779,21.03456168459601,42.88090333409628
66.6,138.9,2019-11-10 10:21:37.311062,21.03456168459601,42.88090333409628
66.5,138.5,2019-11-10 10:21:38.254671,21.007858396276802,42.944991226062406
66.8,140.0,2019-11-10 10:21:39.187657,20.991836423285264,43.00907911802854
67.6,142.2,2019-11-10 10:21:40.126043,20.978484779125647,43.03349355306325
67.1,143.0,2019-11-10 10:21:41.372242,20.965133134966045,43.07011520561532
70.6,231.6,2019-11-10 10:21:42.305441,20.94911116197452,43.115892271305405
72.3,281.3,2019-11-10 10:21:43.243709,20.94911116197452,43.141832608529796
72.2,286.2,2019-11-10 10:21:44.181431,20.922407873655306,43.147936217288475
72.8,296.4,2019-11-10 10:21:45.114458,20.922407873655306,43.173876554512866
73.2,302.9,2019-11-10 10:21:46.363974,20.893034256504148,43.20592050049592
74.4,341.4,2019-11-10 10:21:47.312636,20.87968261234456,43.26543068589304
74.9,355.7,2019-11-10 10:21:48.245866,20.86633096818494,43.2623788815137
75.8,371.6,2019-11-10 10:21:49.184107,20.86633096818494,43.32494087129015
76.8,391.1,2019-11-10 10:21:50.111966,20.850308995193398,43.35851071946289
77.3,404.5,2019-11-10 10:21:51.346754,20.836957351033803,43.393606469825286
78.2,417.9,2019-11-10 10:21:52.280307,20.807583733882648,43.41191729610132
78.8,429.0,2019-11-10 10:21:53.223828,20.807583733882648,43.495841916533145
79.0,432.7,2019-11-10 10:21:54.156804,20.836957351033803,43.50041962310216
79.6,432.1,2019-11-10 10:21:55.400062,20.78088044556344,43.54161898222324
79.9,432.7,2019-11-10 10:21:56.332836,20.78088044556344,43.57824063477531
79.8,432.6,2019-11-10 10:21:57.266191,20.78088044556344,43.58739604791333
79.8,432.6,2019-11-10 10:21:58.204574,20.767528801403827,43.622491798275725
79.5,431.6,2019-11-10 10:21:59.132501,20.751506828412303,43.68200198367285
79.3,430.1,2019-11-10 10:22:00.365981,20.708781567101553,43.66369115739681
79.2,429.7,2019-11-10 10:22:01.309133,20.708781567101553,43.784237430380706
79.0,427.7,2019-11-10 10:22:02.254839,20.708781567101553,43.784237430380706
79.1,426.1,2019-11-10 10:22:03.198657,20.69542992294194,43.852903028915854
79.1,424.7,2019-11-10 10:22:04.132024,20.682078278782328,43.92462043183032
79.3,425.5,2019-11-10 10:22:05.375818,20.668726634622715,43.98107881284809
79.1,424.2,2019-11-10 10:22:06.308873,20.668726634622715,44.04364080262455
79.3,423.8,2019-11-10 10:22:07.247481,20.650034332799265,44.08941786831464
79.4,426.0,2019-11-10 10:22:08.191019,20.650034332799265,44.08941786831464
79.2,426.5,2019-11-10 10:22:09.129421,20.607309071488515,44.144350347142755
78.7,427.5,2019-11-10 10:22:10.372804,20.62333104448005,44.14587624933242
78.7,425.6,2019-11-10 10:22:11.310929,20.593957427328906,44.13061722743572
75.3,339.2,2019-11-10 10:22:12.252761,20.55123216601816,44.17334248874647
73.5,290.2,2019-11-10 10:22:13.196575,20.56725413900969,44.18707560845351
73.3,284.5,2019-11-10 10:22:14.134809,20.55123216601816,44.14892805371176
73.1,275.5,2019-11-10 10:22:15.373474,20.55123216601816,44.24505989166096
73.1,273.6,2019-11-10 10:22:16.311644,20.52452887769894,44.205386434729526
71.9,234.8,2019-11-10 10:22:17.249961,20.508506904707406,44.2267490653849
71.0,220.5,2019-11-10 10:22:18.188871,20.52452887769894,44.30151827267872
70.1,203.6,2019-11-10 10:22:19.127491,20.48180361638819,44.29694056610971
69.2,186.5,2019-11-10 10:22:20.371218,20.48180361638819,44.319829098954756
68.7,172.5,2019-11-10 10:22:21.309635,20.48180361638819,44.35645075150683
68.0,159.5,2019-11-10 10:22:22.246603,20.465781643396653,44.35492484931716
67.8,147.2,2019-11-10 10:22:23.179901,20.45242999923705,44.41138323033493
67.4,142.1,2019-11-10 10:22:24.123488,20.43907835507744,44.48310063324941
67.1,142.6,2019-11-10 10:22:25.367607,20.45242999923705,44.47394522011139
67.0,142.7,2019-11-10 10:22:26.305959,20.42572671091783,44.528877698939496
67.3,143.5,2019-11-10 10:22:27.239257,20.39635309376669,44.57465476462959
67.3,143.6,2019-11-10 10:22:28.177642,20.38300144960708,44.59449149309529
67.8,144.4,2019-11-10 10:22:29.421643,20.38300144960708,44.64332036316472
67.8,144.8,2019-11-10 10:22:30.355250,20.39635309376669,44.71656366826886
67.9,145.3,2019-11-10 10:22:31.283144,20.366979476615555,44.73640039673458
68.0,145.3,2019-11-10 10:22:32.233956,20.353627832455945,44.75928892957961
68.1,146.4,2019-11-10 10:22:33.177315,20.353627832455945,44.79591058213168
68.2,145.8,2019-11-10 10:22:34.415819,20.34027618829633,44.83100633249408
67.8,145.6,2019-11-10 10:22:35.354352,20.32692454413672,44.88746471351186
68.1,146.4,2019-11-10 10:22:36.287222,20.32692454413672,44.92408636606393
68.0,146.3,2019-11-10 10:22:37.220531,20.32692454413672,44.93629358358128
68.1,147.2,2019-11-10 10:22:38.153801,20.32692454413672,45.00953688868544
68.2,147.8,2019-11-10 10:22:39.392422,20.32692454413672,45.079728389410235
68.0,146.5,2019-11-10 10:22:40.330921,20.310902571145192,45.065995269703215
68.4,148.3,2019-11-10 10:22:41.269530,20.29755092698558,45.10261692225529
68.0,143.4,2019-11-10 10:22:42.202834,20.29755092698558,45.12550545510032
68.1,144.5,2019-11-10 10:22:43.137168,20.268177309834442,45.143816281376374
68.4,143.4,2019-11-10 10:22:44.380997,20.28419928282597,45.160601205462726
68.5,142.9,2019-11-10 10:22:45.319160,20.254825665674826,45.20637827115282
68.0,138.1,2019-11-10 10:22:46.250874,20.254825665674826,45.1926451514458
67.9,137.7,2019-11-10 10:22:47.189295,20.241474021515213,45.22621499961853
68.2,139.6,2019-11-10 10:22:48.127680,20.21210040436408,45.271992065308616
68.2,140.0,2019-11-10 10:22:49.366219,20.241474021515213,45.275043869687956
68.5,138.9,2019-11-10 10:22:50.304434,20.228122377355614,45.26131074998093
68.6,142.5,2019-11-10 10:22:51.242670,20.21210040436408,45.30861371786069
68.5,144.8,2019-11-10 10:22:52.186377,20.198748760204467,45.30708781567103
68.3,145.4,2019-11-10 10:22:53.430508,20.198748760204467,45.32997634851606
68.6,148.4,2019-11-10 10:22:54.363636,20.198748760204467,45.32997634851606
68.7,148.9,2019-11-10 10:22:55.301426,20.21210040436408,45.38033112077514
68.5,150.7,2019-11-10 10:22:56.239563,20.15602349889372,45.38643472953385
68.3,149.8,2019-11-10 10:22:57.183027,20.16937514305333,45.423056382085896
68.1,149.7,2019-11-10 10:22:58.416695,20.185397116044868,45.389486533913185
67.7,149.8,2019-11-10 10:22:59.355368,20.126649881742576,45.40779736018922
68.2,150.0,2019-11-10 10:23:00.283283,20.15602349889372,45.395590142671864
68.4,151.2,2019-11-10 10:23:01.216198,20.14267185473412,45.35896849011978
68.5,151.7,2019-11-10 10:23:02.154407,20.11329823758297,45.38185702296483
68.7,151.8,2019-11-10 10:23:03.403566,20.126649881742576,45.371175707637136
68.4,151.5,2019-11-10 10:23:04.341788,20.11329823758297,45.38185702296483
68.6,152.2,2019-11-10 10:23:05.280059,20.11329823758297,45.357442587930116
68.6,153.0,2019-11-10 10:23:06.240715,20.086594949263755,45.35439078355078
68.6,155.3,2019-11-10 10:23:07.184237,20.099946593423372,45.39101243610285
68.3,152.8,2019-11-10 10:23:08.422946,20.086594949263755,45.389486533913185
68.1,153.5,2019-11-10 10:23:09.355826,20.057221332112626,45.38643472953385
68.0,153.5,2019-11-10 10:23:10.293544,20.070572976272217,45.43678950179294
67.7,153.4,2019-11-10 10:23:11.226107,20.043869687953006,45.37575341420615
67.9,152.7,2019-11-10 10:23:12.164573,20.043869687953006,45.42153047989624
67.9,151.0,2019-11-10 10:23:13.408545,20.057221332112626,45.47188525215534
67.7,151.8,2019-11-10 10:23:14.346833,20.043869687953006,45.50545510032807
67.6,151.0,2019-11-10 10:23:15.280242,20.001144426642245,45.5237659266041
67.9,152.6,2019-11-10 10:23:16.223250,20.02784771496147,45.55123216601815
67.8,153.0,2019-11-10 10:23:17.148533,20.014496070801872,45.56343938353553
68.2,154.8,2019-11-10 10:23:18.402937,20.001144426642245,45.609216449225606
68.1,157.7,2019-11-10 10:23:19.346468,20.001144426642245,45.668726634622715
67.9,158.7,2019-11-10 10:23:20.289966,20.001144426642245,45.668726634622715
67.9,156.9,2019-11-10 10:23:21.223094,19.987792782482646,45.69161516746777
68.2,154.8,2019-11-10 10:23:22.166926,19.958419165331506,45.72365911345084
68.5,154.1,2019-11-10 10:23:23.416094,19.971770809491105,45.748073548485536
68.4,152.4,2019-11-10 10:23:24.359855,19.958419165331506,45.80758373388266
68.3,152.1,2019-11-10 10:23:25.292999,19.926375219348444,45.78011749446861
68.7,151.0,2019-11-10 10:23:26.225986,19.958419165331506,45.84420538643473
68.8,151.5,2019-11-10 10:23:27.155671,19.942397192339968,45.889982452124826
69.5,152.5,2019-11-10 10:23:28.399435,19.942397192339968,45.889982452124826
69.7,151.9,2019-11-10 10:23:29.337715,19.926375219348444,45.912870984969864
69.0,151.3,2019-11-10 10:23:30.275895,19.913023575188827,45.94796673533226
68.6,150.3,2019-11-10 10:23:31.208976,19.89967193102921,45.98153658350501
68.8,151.1,2019-11-10 10:23:32.147346,19.913023575188827,45.98153658350501
68.7,150.6,2019-11-10 10:23:33.391422,19.89967193102921,46.0166323338674
69.0,151.0,2019-11-10 10:23:34.329539,19.870298313878077,46.0624093995575
69.0,150.2,2019-11-10 10:23:35.267872,19.870298313878077,46.08529793240253
68.9,150.2,2019-11-10 10:23:36.205828,19.89967193102921,46.08987563897154
69.0,148.0,2019-11-10 10:23:37.156444,19.870298313878077,46.121919584954604
69.3,149.9,2019-11-10 10:23:38.410171,19.856946669718468,46.167696650644686
69.7,146.8,2019-11-10 10:23:39.337894,19.856946669718468,46.19211108567941
70.1,146.0,2019-11-10 10:23:40.266348,19.84359502555885,46.214999618524466
70.3,145.4,2019-11-10 10:23:41.199421,19.814221408407718,46.24704356450752
69.7,144.6,2019-11-10 10:23:42.443094,19.84359502555885,46.297398336766605
69.9,145.1,2019-11-10 10:23:43.381316,19.814221408407718,46.332494087129014
70.4,145.5,2019-11-10 10:23:44.319527,19.800869764248105,46.32944228274968
70.5,144.7,2019-11-10 10:23:45.257493,19.787518120088507,46.38895246814679
70.3,144.1,2019-11-10 10:23:46.196118,19.787518120088507,46.364538033112076
70.8,145.5,2019-11-10 10:23:47.452968,19.800869764248105,46.43778133821622
70.4,142.2,2019-11-10 10:23:48.391060,19.787518120088507,46.424048218509185
71.2,139.9,2019-11-10 10:23:49.329325,19.787518120088507,46.43778133821622
71.2,138.1,2019-11-10 10:23:50.272642,19.74479285877776,46.466773479819935
71.2,136.9,2019-11-10 10:23:51.210661,19.758144502937355,46.48050659952697
70.9,136.7,2019-11-10 10:23:52.149119,19.758144502937355,46.492713817044326
70.9,139.9,2019-11-10 10:23:53.403363,19.758144502937355,46.515602349889356
70.6,140.1,2019-11-10 10:23:54.331154,19.71541924162661,46.584267948424504
70.7,139.9,2019-11-10 10:23:55.274069,19.71541924162661,46.54764629587243
70.7,140.3,2019-11-10 10:23:56.196878,19.71541924162661,46.594949263752184
71.2,141.0,2019-11-10 10:23:57.441060,19.68604562447547,46.55680170901045
70.9,141.5,2019-11-10 10:23:58.380411,19.68604562447547,46.56748302433814
71.1,142.6,2019-11-10 10:23:59.323848,19.68604562447547,46.60410467689021
71.4,143.7,2019-11-10 10:24:00.256812,19.659342336156254,46.62546730754558
72.0,145.5,2019-11-10 10:24:01.190024,19.659342336156254,46.63614862287328
71.9,145.2,2019-11-10 10:24:02.444055,19.629968719005106,46.657511253528654
72.1,145.2,2019-11-10 10:24:03.382470,19.645990691996644,46.67124437323567
71.8,145.1,2019-11-10 10:24:04.315473,19.629968719005106,46.657511253528654
71.9,144.7,2019-11-10 10:24:05.266582,19.616617074845507,46.704814221408405
71.9,146.9,2019-11-10 10:24:06.199726,19.616617074845507,46.727702754253464
72.0,148.9,2019-11-10 10:24:07.143062,19.60326543068589,46.7505912870985
71.8,147.8,2019-11-10 10:24:08.412864,19.60326543068589,46.79636835278858
71.8,148.3,2019-11-10 10:24:09.345829,19.60326543068589,46.81010147249561
71.4,147.6,2019-11-10 10:24:10.293731,19.573891813534765,46.8558785381857
71.4,147.6,2019-11-10 10:24:11.226408,19.573891813534765,46.868085755703056
71.6,147.4,2019-11-10 10:24:12.171581,19.54718852521553,46.88792248416876
71.3,146.5,2019-11-10 10:24:13.420497,19.560540169375145,46.93827725642786
71.0,145.6,2019-11-10 10:24:14.363682,19.54718852521553,46.92454413672082
71.2,147.2,2019-11-10 10:24:15.296537,19.531166552224008,46.93369954985886
71.4,148.5,2019-11-10 10:24:16.239174,19.531166552224008,46.95963988708324
71.3,146.5,2019-11-10 10:24:17.166774,19.517814908064395,47.00541695277333
71.6,146.7,2019-11-10 10:24:18.410370,19.517814908064395,47.05119401846342
71.2,146.5,2019-11-10 10:24:19.373835,19.504463263904785,47.075608453498134
70.9,146.5,2019-11-10 10:24:20.311880,19.488441290913254,47.09697108415351
71.1,148.0,2019-11-10 10:24:21.244813,19.475089646753645,47.14427405203328
71.6,149.6,2019-11-10 10:24:22.183102,19.475089646753645,47.13054093232624
71.4,147.0,2019-11-10 10:24:23.426953,19.461738002594032,47.1427481498436
71.3,146.9,2019-11-10 10:24:24.375386,19.475089646753645,47.193102922102696
70.8,145.5,2019-11-10 10:24:25.322898,19.461738002594032,47.2129396505684
70.8,144.7,2019-11-10 10:24:26.260840,19.475089646753645,47.202258335240714
71.1,146.9,2019-11-10 10:24:27.198436,19.419012741283282,47.26787212939651
71.2,146.9,2019-11-10 10:24:28.447095,19.43236438544289,47.281605249103535
71.5,146.4,2019-11-10 10:24:29.390458,19.43236438544289,47.318226901655606
71.7,145.9,2019-11-10 10:24:30.321701,19.419012741283282,47.31670099946593
71.4,144.5,2019-11-10 10:24:31.264962,19.40566109712368,47.3029678797589
71.6,144.1,2019-11-10 10:24:32.203445,19.389639124132145,47.37315938048371
71.9,145.9,2019-11-10 10:24:33.146232,19.362935835812927,47.37163347829405
72.2,146.4,2019-11-10 10:24:34.397842,19.376287479972518,47.39604791332877
72.0,146.3,2019-11-10 10:24:35.346572,19.362935835812927,47.394522011139095
72.1,143.7,2019-11-10 10:24:36.284701,19.346913862821395,47.450980392156865
72.4,142.5,2019-11-10 10:24:37.222824,19.333562218661786,47.463187609674215
72.7,142.1,2019-11-10 10:24:38.160952,19.333562218661786,47.47386892500191
72.9,143.0,2019-11-10 10:24:39.404338,19.320210574502173,47.519645990692
73.5,144.4,2019-11-10 10:24:40.337396,19.346913862821395,47.51354238193332
73.7,146.5,2019-11-10 10:24:41.302308,19.29083695735104,47.55168993667506
74.4,147.4,2019-11-10 10:24:42.240395,19.29083695735104,47.57763027389945
