pm2.5,pm10,time
16.6,24.8,13:40:10
16.5,24.6,13:40:11
16.6,24.6,13:40:12
16.5,24.5,13:40:13
16.6,24.6,13:40:14
16.4,24.4,13:40:15
16.5,24.4,13:40:16
16.6,24.5,13:40:17
16.6,24.2,13:40:18
16.5,24.3,13:40:19
16.5,24.1,13:40:20
16.4,23.4,13:40:21
16.4,23.5,13:40:22
16.3,24.3,13:40:23
16.3,24.4,13:40:24
16.4,23.6,13:40:25
16.5,23.5,13:40:26
16.6,23.8,13:40:27
16.7,24.3,13:40:28
16.9,24.3,13:40:29
16.8,24.3,13:40:30
16.9,21.4,13:40:31
16.9,21.4,13:40:32
16.9,21.3,13:40:33
16.9,21.6,13:40:34
17,21.7,13:40:35
16.9,21.4,13:40:36
17,20.7,13:40:37
16.9,20.6,13:40:38
16.9,20.1,13:40:39
17,20,13:40:40
17,20.1,13:40:41
17,20,13:40:42
17.1,20.1,13:40:43
17,19.9,13:40:44
17.2,20,13:40:45
17.1,20.1,13:40:46
17.1,20,13:40:47
17.1,20.2,13:40:48
17.2,20.9,13:40:49
17.1,21.7,13:40:50
17.3,22.5,13:40:51
17.3,22.6,13:40:52
17.3,21.7,13:40:53
17.3,21.7,13:40:54
17.4,22,13:40:55
17.1,21.7,13:40:56
17,21.4,13:40:57
17,22.1,13:40:58
17,22.3,13:40:59
17,22.3,13:41:00
16.9,22.1,13:41:01
16.8,22,13:41:02
16.8,21.9,13:41:03
16.7,22,13:41:04
16.7,22,13:41:05
16.7,22.2,13:41:06
16.9,22.4,13:41:07
16.9,22.3,13:41:08
16.8,22,13:41:09
16.9,22.2,13:41:10
16.9,22,13:41:11
16.9,22.1,13:41:12
16.8,22.7,13:41:13
16.8,22.7,13:41:14
16.8,22.8,13:41:15
16.7,22.5,13:41:16
16.8,22.6,13:41:17
16.9,22.6,13:41:18
17.1,23.1,13:41:19
17.1,22.1,13:41:20
17,21.4,13:41:21
17.1,21.3,13:41:22
17.1,21.2,13:41:23
17,21,13:41:24
16.9,20.8,13:41:25
17.1,21,13:41:26
17,20.9,13:41:27
16.9,19.6,13:41:28
16.9,19.4,13:41:29
16.9,19.4,13:41:30
17,19.6,13:41:31
17.1,19.6,13:41:32
17,19.6,13:41:33
17.1,19.4,13:41:34
17.1,19.5,13:41:35
17.1,19.4,13:41:36
17,19.2,13:41:37
17.1,19.3,13:41:38
17.1,19.5,13:41:39
16.9,19.2,13:41:40
17,19.8,13:41:41
16.9,19.6,13:41:42
16.9,19,13:41:43
17,19.1,13:41:44
17,19.3,13:41:45
17.2,19.7,13:41:46
17.1,20.4,13:41:47
17,20.1,13:41:48
16.8,19,13:41:49
16.9,19.1,13:41:50
16.9,19.7,13:41:51
16.9,19.7,13:41:52
16.9,19.9,13:41:53
16.9,20,13:41:54
16.9,19.9,13:41:55
16.9,19.9,13:41:56
16.9,19.7,13:41:57
17.2,20.1,13:41:58
17.2,20.1,13:41:59
17.2,20.5,13:42:00
17.1,20.4,13:42:01
17.1,20.6,13:42:02
17.3,20.9,13:42:03
17.1,20.5,13:42:04
17,21.3,13:42:05
16.9,21.2,13:42:06
17.1,21.5,13:42:07
17.1,21.6,13:42:08
17.1,22.5,13:42:09
17.3,23,13:42:10
17.4,22.6,13:42:11
17.6,22.9,13:42:12
17.5,23.1,13:42:13
17.7,23.3,13:42:14
17.9,23.1,13:42:15
18,23.1,13:42:16
18,22.4,13:42:17
18.2,22.6,13:42:18
18.2,22.5,13:42:19
18.2,22.5,13:42:20
18.3,22.2,13:42:21
18.4,22.2,13:42:22
18.4,22,13:42:23
18.4,22,13:42:24
18.6,22.2,13:42:25
18.7,22.4,13:42:26
18.9,23.6,13:42:27
18.7,23.6,13:42:28
18.9,23.8,13:42:29
18.9,24.2,13:42:30
19.2,24.6,13:42:31
19.2,24.4,13:42:32
19.3,24.3,13:42:33
19.5,24.7,13:42:34
19.7,23.8,13:42:35
19.8,23.9,13:42:36
19.6,23.9,13:42:37
19.6,24,13:42:38
19.6,22.9,13:42:39
19.6,22.5,13:42:40
19.6,22.5,13:42:41
19.6,22.5,13:42:42
19.7,22.8,13:42:43
19.8,23,13:42:44
19.7,23.3,13:42:45
19.6,23.2,13:42:46
19.5,23.1,13:42:47
19.4,23.8,13:42:48
19.4,24.1,13:42:49
19.3,24,13:42:50
19.2,23.9,13:42:51
19.3,24.5,13:42:52
19.4,25.6,13:42:53
19.6,26.3,13:42:54
19.6,26.3,13:42:55
19.5,26,13:42:56
19.2,24.9,13:42:57
19.2,24.8,13:42:58
19.1,24.7,13:42:59
19.1,23.9,13:43:00
19,23.6,13:43:01
19.1,23.9,13:43:02
19.1,23.8,13:43:03
18.9,24.2,13:43:04
18.8,24.1,13:43:05
18.6,24.1,13:43:06
18.6,23.9,13:43:07
18.7,24.8,13:43:08
18.8,25,13:43:09
18.8,25.1,13:43:10
18.8,25.3,13:43:11
18.8,25.5,13:43:12
18.7,25.4,13:43:13
18.4,25.2,13:43:14
18.3,25,13:43:15
18.4,25.2,13:43:16
18.5,25.5,13:43:17
18.7,25,13:43:18
18.7,27.4,13:43:19
18.7,28.4,13:43:20
18.8,28.7,13:43:21
18.7,28.3,13:43:22
18.8,27.3,13:43:23
18.6,26.7,13:43:24
18.6,26.7,13:43:25
18.7,26.9,13:43:26
18.8,26.9,13:43:27
18.9,26.9,13:43:28
18.9,26.8,13:43:29
18.9,26.9,13:43:30
18.8,26.9,13:43:31
18.8,27.1,13:43:32
18.8,27.2,13:43:33
18.9,26.5,13:43:34
18.9,26.7,13:43:35
19.1,26.9,13:43:36
19,26.7,13:43:37
19,28.1,13:43:38
19,27.8,13:43:39
18.9,27.6,13:43:40
18.9,27.4,13:43:41
18.9,27.4,13:43:42
18.9,27.5,13:43:43
18.9,27.4,13:43:44
18.9,27,13:43:45
18.8,27,13:43:46
18.7,27.4,13:43:47
18.6,27.3,13:43:48
18.6,25.3,13:43:49
18.6,24.5,13:43:50
18.7,24.6,13:43:51
18.7,24.6,13:43:52
18.5,24.5,13:43:53
18.5,25.1,13:43:54
18.5,25.3,13:43:55
18.5,25.6,13:43:56
18.5,26.4,13:43:57
18.4,26.4,13:43:58
18.4,26.6,13:43:59
18.5,26.6,13:44:00
18.5,26.5,13:44:01
18.4,26,13:44:02
18.4,26.3,13:44:03
18.4,26.3,13:44:04
18.4,27.5,13:44:05
18.3,28,13:44:06
18.5,28.6,13:44:07
18.4,26.9,13:44:08
18.4,27.2,13:44:09
18.5,28.7,13:44:10
18.5,28.6,13:44:11
18.5,28.4,13:44:12
18.4,27.7,13:44:13
18.4,27.7,13:44:14
18.4,27.8,13:44:15
18.1,27.7,13:44:16
18.1,27.2,13:44:17
18,27.1,13:44:18
18,26.4,13:44:19
18.1,26.9,13:44:20
18.1,26.8,13:44:21
18.1,26.8,13:44:22
18.2,27,13:44:23
18.2,26.4,13:44:24
18.1,26.4,13:44:25
18,25.9,13:44:26
18,25.2,13:44:27
18,25.1,13:44:28
18,25,13:44:29
17.9,24.9,13:44:30
17.8,24.8,13:44:31
18,25.2,13:44:32
17.9,25.1,13:44:33
17.9,25.1,13:44:34
17.8,23.6,13:44:35
17.8,23.9,13:44:36
17.7,23.5,13:44:37
17.7,22.8,13:44:38
17.7,22.7,13:44:39
17.6,21.3,13:44:40
17.6,21.4,13:44:41
17.5,21.5,13:44:42
17.6,21.7,13:44:43
17.7,22.6,13:44:44
17.8,22.8,13:44:45
17.9,23.5,13:44:46
17.8,23.6,13:44:47
17.8,23.5,13:44:48
17.7,24.2,13:44:49
17.7,23.5,13:44:50
17.7,23.7,13:44:51
17.7,23.5,13:44:52
17.7,23.7,13:44:53
17.7,24,13:44:54
17.7,23.8,13:44:55
17.7,23.9,13:44:56
17.7,23.7,13:44:57
17.7,24.1,13:44:58
17.6,24,13:44:59
17.6,24.2,13:45:00
17.7,24.4,13:45:01
17.5,24.2,13:45:02
17.4,23.8,13:45:03
17.4,23.8,13:45:04
17.6,24.1,13:45:05
17.5,23.1,13:45:06
17.7,23.6,13:45:07
21.1,26.5,13:45:08
21.2,26.4,13:45:09
21.4,26.7,13:45:10
21.3,26.6,13:45:11
21.4,27.1,13:45:12
21.3,27.3,13:45:13
21.3,26.4,13:45:14
21.3,26.3,13:45:15
21.3,26.1,13:45:16
21.3,25.7,13:45:17
21.3,25.6,13:45:18
21.3,24.8,13:45:19
21.2,24.9,13:45:20
21.1,26.4,13:45:21
21.1,26.5,13:45:22
21.1,27.1,13:45:23
21,26.7,13:45:24
21,27,13:45:25
20.9,26.8,13:45:26
20.9,26.9,13:45:27
20.8,27,13:45:28
20.9,27.1,13:45:29
20.8,26.8,13:45:30
20.8,26.6,13:45:31
20.7,26.4,13:45:32
20.6,26.6,13:45:33
20.7,26.8,13:45:34
20.6,26.6,13:45:35
20.8,27,13:45:36
20.4,26.4,13:45:37
17.1,23.5,13:45:38
17.1,23.5,13:45:39
16.9,23.2,13:45:40
16.9,23.5,13:45:41
16.8,22.8,13:45:42
16.8,22.9,13:45:43
16.8,22.9,13:45:44
16.7,23,13:45:45
16.7,23.3,13:45:46
16.6,23.4,13:45:47
16.7,23.4,13:45:48
16.7,24.4,13:45:49
16.6,24.5,13:45:50
16.7,22.9,13:45:51
16.6,22.9,13:45:52
16.5,22.3,13:45:53
16.6,22.5,13:45:54
16.6,22.3,13:45:55
16.9,22.7,13:45:56
16.9,22.6,13:45:57
16.8,22,13:45:58
16.8,22.1,13:45:59
16.8,22.3,13:46:00
16.8,23,13:46:01
16.8,23.3,13:46:02
16.9,23.3,13:46:03
16.9,23.2,13:46:04
16.8,23.6,13:46:05
16.7,23.3,13:46:06
16.9,23.6,13:46:07
16.8,23.7,13:46:08
16.7,23.8,13:46:09
16.6,24.3,13:46:10
16.6,24,13:46:11
16.8,24.4,13:46:12
16.9,24.3,13:46:13
16.8,24.5,13:46:14
16.8,24.4,13:46:15
16.8,23.5,13:46:16
17.1,23.7,13:46:17
16.9,23.9,13:46:18
16.9,22.9,13:46:19
16.9,22.6,13:46:20
16.7,22.2,13:46:21
16.7,22.8,13:46:22
16.8,23.1,13:46:23
16.8,23.2,13:46:24
16.7,23.2,13:46:25
16.6,24.4,13:46:26
16.6,24.6,13:46:27
16.7,24.8,13:46:28
16.8,25,13:46:29
16.7,24.7,13:46:30
16.8,24.2,13:46:31
16.8,24.1,13:46:32
16.7,24,13:46:33
16.7,24.3,13:46:34
16.6,23.9,13:46:35
16.7,23.9,13:46:36
16.6,23.7,13:46:37
16.7,23.6,13:46:38
16.6,23.3,13:46:39
16.7,23.1,13:46:40
16.6,23.4,13:46:41
16.5,23,13:46:42
16.3,22.6,13:46:43
16.4,22.5,13:46:44
16.4,23,13:46:45
16.3,22.9,13:46:46
16.2,22.7,13:46:47
16.4,23,13:46:48
16.4,23.2,13:46:49
16.5,23.3,13:46:50
16.6,23.8,13:46:51
16.6,23.3,13:46:52
16.4,22.3,13:46:53
16.3,22.4,13:46:54
16.2,22.5,13:46:55
16,20.9,13:46:56
15.9,20.8,13:46:57
16,20.8,13:46:58
16,20.5,13:46:59
16.2,20.8,13:47:00
16.1,20.6,13:47:01
16.2,20.5,13:47:02
16.2,20.3,13:47:03
16.1,20,13:47:04
16,19.8,13:47:05
15.8,19.7,13:47:06
15.9,19.7,13:47:07
15.8,19.7,13:47:08
15.7,19.7,13:47:09
15.9,19.4,13:47:10
15.9,19.8,13:47:11
15.9,19.8,13:47:12
16,20.1,13:47:13
16,20.1,13:47:14
15.9,19.4,13:47:15
16.1,19.6,13:47:16
16.1,19.4,13:47:17
16.1,19.9,13:47:18
16,21.2,13:47:19
16,21.1,13:47:20
16,20.7,13:47:21
15.9,20.5,13:47:22
15.9,20.6,13:47:23
16,20.5,13:47:24
16.1,20.3,13:47:25
16.1,20.4,13:47:26
16.3,20.5,13:47:27
16.2,20.5,13:47:28
16.2,20.7,13:47:29
16,20.6,13:47:30
16,20.7,13:47:31
15.8,20.5,13:47:32
15.9,20.5,13:47:33
15.9,20.4,13:47:34
16,20.7,13:47:35
15.9,20.6,13:47:36
15.9,20.7,13:47:37
15.9,20.9,13:47:38
15.9,20.9,13:47:39
15.9,20.9,13:47:40
15.8,21,13:47:42
15.7,21.3,13:47:42
15.6,21.5,13:47:43
15.6,22,13:47:45
15.5,22.8,13:47:45
15.4,23.4,13:47:46
15.3,23.6,13:47:47
15.3,23.7,13:47:48
15.4,22.4,13:47:49
15.5,22.7,13:47:50
15.6,23.8,13:47:51
15.6,25.1,13:47:52
15.7,25.1,13:47:53
15.7,25.4,13:47:54
15.8,25.6,13:47:55
15.8,26.1,13:47:56
15.7,26.6,13:47:58
15.7,26.6,13:47:58
15.5,26,13:47:59
15.6,26.2,13:48:01
15.8,26.6,13:48:01
15.9,27,13:48:02
15.9,27.4,13:48:04
15.9,27.5,13:48:04
16,27.7,13:48:05
16,28.8,13:48:07
16,29.1,13:48:07
16,28.8,13:48:08
16.1,28.9,13:48:10
16,29.7,13:48:10
16.2,30.3,13:48:11
16.2,30.5,13:48:13
16.2,30.3,13:48:13
16.2,31,13:48:14
16.4,31.2,13:48:16
16.6,31,13:48:16
16.7,31.9,13:48:17
16.8,31.3,13:48:19
16.7,33.4,13:48:19
16.6,33.1,13:48:20
16.8,32.8,13:48:22
16.9,32.6,13:48:22
17,34.4,13:48:23
17.2,35.3,13:48:24
17.2,36.6,13:48:26
17.4,37.1,13:48:26
17.4,37.3,13:48:27
17.5,38.5,13:48:29
18,41.4,13:48:29
18.3,42.9,13:48:30
18.2,44.9,13:48:32
18.5,45.2,13:48:32
18.6,46.6,13:48:33
18.9,47.5,13:48:35
19,48.5,13:48:35
19.2,48.3,13:48:36
19.2,49.2,13:48:38
19.3,51.1,13:48:38
19.5,51.7,13:48:39
19.6,51.1,13:48:41
19.5,50.8,13:48:41
19.7,51,13:48:42
19.7,51.3,13:48:44
19.7,50,13:48:45
19.5,48.7,13:48:45
19.4,48,13:48:47
19.4,48.8,13:48:48
19.2,48.5,13:48:48
19.2,46.4,13:48:50
19.2,46.4,13:48:51
19,45.8,13:48:51
18.9,44.9,13:48:53
18.7,44.6,13:48:54
18.6,43.7,13:48:54
18.5,42.1,13:48:56
18.5,44.8,13:48:57
18.4,46.2,13:48:57
18.3,45.6,13:48:59
17.9,42.9,13:49:00
17.7,41.5,13:49:00
17.5,39.7,13:49:01
17.3,41,13:49:03
17.2,42,13:49:03
17.2,44.9,13:49:04
17.1,45.2,13:49:06
17.1,46.4,13:49:06
17.1,47.2,13:49:07
17,46.4,13:49:09
16.9,47.8,13:49:09
16.9,48.6,13:49:10
16.9,48.9,13:49:12
16.8,48.9,13:49:13
16.7,48.7,13:49:13
16.6,49.8,13:49:15
16.7,52.2,13:49:16
16.7,53.9,13:49:16
16.7,53,13:49:18
16.8,53.7,13:49:19
16.8,53.5,13:49:19
16.9,53.9,13:49:21
17,55.6,13:49:22
17.4,56.5,13:49:22
17.9,57.7,13:49:24
17.9,60.4,13:49:25
18.2,61.2,13:49:25
18.3,58.3,13:49:27
18.7,57,13:49:28
19.1,58,13:49:28
19.5,60.2,13:49:30
19.9,63,13:49:31
20.2,62.7,13:49:31
20.5,61.9,13:49:33
20.8,60.8,13:49:34
20.7,58.7,13:49:35
20.9,57.5,13:49:36
21.1,57.8,13:49:37
21.4,56.9,13:49:38
21.6,56.5,13:49:39
21.7,55.2,13:49:40
21.9,56.9,13:49:41
22.1,56,13:49:42
22.4,57,13:49:43
22.7,57.7,13:49:44
22.9,57.8,13:49:45
23.3,56.3,13:49:46
23.6,55.5,13:49:47
23.8,55.1,13:49:47
23.9,55.5,13:49:49
24.1,56,13:49:50
24.4,56.5,13:49:50
24.7,55.2,13:49:52
24.5,55.2,13:49:53
24.4,54.2,13:49:53
24.6,51.7,13:49:55
24.5,51.5,13:49:56
24.6,51.7,13:49:57
24.5,51.6,13:49:58
24.4,50.4,13:49:59
24.4,50.2,13:50:00
24.2,47.6,13:50:01
24.2,49.1,13:50:02
24.1,48.9,13:50:03
24.1,48,13:50:04
24.1,46.9,13:50:05
24.1,46.6,13:50:06
24.2,46,13:50:07
24.1,45.7,13:50:08
24.1,45.8,13:50:09
24.3,45.9,13:50:10
24.3,44.1,13:50:11
24.3,44.3,13:50:12
24.5,44.8,13:50:13
24.5,45.7,13:50:14
24.5,44.9,13:50:15
24.4,44.8,13:50:16
24.3,44.6,13:50:17
24.4,44.6,13:50:18
24.3,43.9,13:50:19
24.4,43.8,13:50:20
24.3,45.2,13:50:21
24.3,45.1,13:50:22
24.3,45,13:50:23
24.2,43.7,13:50:24
24.2,44.1,13:50:25
24.3,44.2,13:50:26
24.1,43.8,13:50:27
24.1,43.7,13:50:28
24,44.1,13:50:29
23.7,42,13:50:30
23.5,43.3,13:50:31
23.1,41.5,13:50:32
22.9,40.7,13:50:33
22.6,40,13:50:34
22.3,39.4,13:50:35
22,39.1,13:50:36
21.7,37.7,13:50:37
21.7,38.9,13:50:38
21.5,38.5,13:50:39
21.3,39.2,13:50:40
21.2,39.4,13:50:41
21,39.1,13:50:42
20.7,37.2,13:50:43
20.4,35.8,13:50:44
20.4,36.2,13:50:45
20.3,35.9,13:50:46
20.4,36.1,13:50:47
20.3,36.1,13:50:48
20.1,35.9,13:50:49
20.4,35.8,13:50:50
20.3,34,13:50:51
20.2,35.5,13:50:52
20.1,34.8,13:50:53
20.1,34.6,13:50:54
20.1,34.6,13:50:55
20.2,35.3,13:50:56
20.5,37.3,13:50:57
20.7,38.2,13:50:58
20.8,38.1,13:50:59
20.9,38.8,13:51:00
21.2,38.6,13:51:01
21.5,39.6,13:51:02
21.8,40.2,13:51:03
22,41.6,13:51:04
22.4,43.4,13:51:05
22.8,44,13:51:06
23.1,46.2,13:51:07
23.3,45,13:51:08
23.6,45.4,13:51:09
23.8,44.2,13:51:10
23.9,43.4,13:51:11
23.9,44.5,13:51:12
24,44.6,13:51:13
24.2,45.2,13:51:14
24.1,44.7,13:51:15
24.2,44.8,13:51:16
24,44.3,13:51:17
24.1,46.1,13:51:18
24.1,46.5,13:51:19
23.6,46.3,13:51:20
23.8,47.2,13:51:21
23.6,45.4,13:51:22
23.6,45.7,13:51:23
23.7,46.3,13:51:24
23.5,45.9,13:51:25
23.4,44.9,13:51:26
23,43.7,13:51:27
22.9,44.1,13:51:28
22.9,44.2,13:51:29
22.9,44.1,13:51:30
22.9,43.2,13:51:31
22.9,43.1,13:51:32
22.9,44.5,13:51:33
23.3,47.4,13:51:34
23.3,46.6,13:51:35
23.2,46.5,13:51:36
23.4,45.9,13:51:37
23.6,46.6,13:51:38
23.4,47.7,13:51:39
23.4,50.1,13:51:40
23.5,50.7,13:51:41
23.7,49.8,13:51:42
24,50.6,13:51:43
24,50.3,13:51:44
24.3,51.2,13:51:45
24.4,51.2,13:51:46
24.5,52.5,13:51:47
24.7,51.5,13:51:48
25,51.5,13:51:49
25.1,51.8,13:51:50
25,51.4,13:51:51
25.4,52.4,13:51:52
25.6,53.4,13:51:53
25.7,53.2,13:51:54
25.8,53.4,13:51:55
25.7,53.4,13:51:56
25.8,53.1,13:51:57
25.7,51.6,13:51:58
25.7,51.4,13:51:59
25.7,51.6,13:52:00
25.7,51.6,13:52:01
25.8,51.6,13:52:02
25.8,51,13:52:03
25.6,49,13:52:04
25.4,50,13:52:05
25.5,51,13:52:06
25.3,51,13:52:07
25.1,50.7,13:52:08
25.3,50,13:52:09
25.2,47.6,13:52:10
25.3,47.6,13:52:11
25.2,47.3,13:52:12
25.1,47.7,13:52:13
25,47.8,13:52:14
24.9,46.9,13:52:15
25.1,49.6,13:52:16
25.1,49.4,13:52:17
25,49.2,13:52:18
24.9,49.7,13:52:19
25.1,50.9,13:52:20
25,50.6,13:52:21
24.9,50,13:52:22
24.8,49.3,13:52:23
24.8,49.7,13:52:24
25,49.6,13:52:25
25.3,51.1,13:52:26
25.4,51.1,13:52:27
25.5,51.2,13:52:28
25.4,51.1,13:52:29
