pm2.5,pm10,time
16.6,20.6,13:34:46
16.6,20.6,13:34:47
16.6,20.8,13:34:48
16.7,20.6,13:34:49
16.7,20.5,13:34:50
16.7,20.7,13:34:51
16.7,20.8,13:34:52
16.6,20.4,13:34:53
16.5,20.2,13:34:54
16.4,20.2,13:34:55
16.4,20.3,13:34:56
16.2,20,13:34:57
16.2,19.9,13:34:58
16.1,20,13:34:59
16.1,19.9,13:35:00
16.2,20.1,13:35:01
16.1,20.3,13:35:02
16.1,20.3,13:35:03
16.2,20.2,13:35:04
16.1,20.1,13:35:05
16,19.9,13:35:06
15.8,19.7,13:35:07
15.7,19.8,13:35:08
15.8,19.8,13:35:09
15.9,19.7,13:35:10
15.8,19.5,13:35:11
15.8,19.5,13:35:12
15.7,19.4,13:35:13
15.7,19.3,13:35:14
15.7,18.5,13:35:15
15.8,18.5,13:35:16
15.8,18.5,13:35:17
15.8,18.4,13:35:18
15.8,18.3,13:35:19
15.7,18.4,13:35:20
15.8,18.4,13:35:21
15.8,18.4,13:35:22
15.9,18.5,13:35:23
15.9,18.7,13:35:24
15.9,18.7,13:35:25
16,18.7,13:35:26
16.1,18.6,13:35:27
16.2,18.8,13:35:28
16.3,18.7,13:35:29
16.4,18.7,13:35:30
16.5,18.6,13:35:31
16.3,18.3,13:35:32
16.3,18.3,13:35:33
16.3,18.3,13:35:34
16.3,18.3,13:35:35
16.4,18.4,13:35:36
16.5,18.6,13:35:37
16.5,18.5,13:35:38
16.5,18.4,13:35:39
16.3,18.2,13:35:40
16.2,18.1,13:35:41
16.3,18.2,13:35:42
16.4,18.3,13:35:43
16.3,18.2,13:35:44
16.3,18.2,13:35:45
16.3,18.2,13:35:46
16.3,18.2,13:35:47
16.4,18.3,13:35:48
16.4,18.3,13:35:49
16.5,18.4,13:35:50
16.6,18.6,13:35:51
16.6,18.6,13:35:52
16.8,19.1,13:35:53
16.8,19.1,13:35:54
16.9,19.4,13:35:55
16.8,19.3,13:35:56
16.8,19.2,13:35:57
16.7,19,13:35:58
16.7,18.9,13:35:59
16.6,19,13:36:00
16.5,19.2,13:36:01
16.6,19.4,13:36:02
16.7,19.5,13:36:03
16.7,19.5,13:36:04
16.6,19.4,13:36:05
16.6,19.5,13:36:06
16.5,19.3,13:36:07
16.6,19.6,13:36:08
16.6,19.6,13:36:09
16.6,19.6,13:36:10
16.6,19.6,13:36:11
16.7,19.8,13:36:12
16.6,19.8,13:36:13
16.6,19.7,13:36:14
16.6,19.8,13:36:15
16.5,19.6,13:36:16
16.5,19.6,13:36:17
16.5,19.6,13:36:18
16.4,19.3,13:36:19
16.4,19.6,13:36:20
16.2,19.1,13:36:21
16.1,19.1,13:36:22
16.1,18.3,13:36:23
16.2,18.3,13:36:24
16.1,18.1,13:36:25
16.1,18.1,13:36:26
16.1,18.5,13:36:27
16.2,18.7,13:36:28
16.1,18.5,13:36:29
16.2,18.4,13:36:30
16.2,18.1,13:36:31
16,17.9,13:36:32
15.9,17.8,13:36:33
15.9,17.8,13:36:34
15.8,17.7,13:36:35
16,18.1,13:36:36
16,18,13:36:37
15.9,17.8,13:36:38
16,17.9,13:36:39
16,18.3,13:36:40
16.1,18.7,13:36:41
16.1,19.1,13:36:42
16.1,19,13:36:43
16.1,19.1,13:36:44
16.2,19.1,13:36:45
16.2,19.1,13:36:46
16.3,19.2,13:36:47
16.2,19.1,13:36:48
16.3,19.2,13:36:49
16.2,18.8,13:36:50
16.3,19.1,13:36:51
16.2,18.9,13:36:52
16.2,19,13:36:53
16,18.7,13:36:54
16,18.7,13:36:55
16.2,19,13:36:56
16.2,18.7,13:36:57
16.1,18.7,13:36:58
16.1,18.8,13:36:59
16.1,18.9,13:37:00
16.2,19.1,13:37:01
16.3,19.1,13:37:02
16.3,19.1,13:37:03
16.4,19.4,13:37:04
16.6,19.9,13:37:05
16.6,19.6,13:37:06
16.6,20.6,13:37:07
16.5,21.2,13:37:08
16.5,22.2,13:37:09
16.6,22.1,13:37:10
16.5,21.6,13:37:11
16.4,22.1,13:37:12
16.4,22.1,13:37:13
16.3,22.6,13:37:14
16.3,22.5,13:37:15
16.2,23.5,13:37:16
16,23.6,13:37:17
15.9,23.6,13:37:18
15.9,23.7,13:37:19
15.9,23.8,13:37:20
15.9,23.8,13:37:21
15.9,24,13:37:22
15.9,23.8,13:37:23
15.9,23.9,13:37:24
16,24.1,13:37:25
15.8,24,13:37:26
15.8,24.1,13:37:27
15.9,24.1,13:37:28
15.9,25,13:37:29
15.7,24.7,13:37:30
15.7,24.6,13:37:31
15.6,24.4,13:37:32
15.5,24.4,13:37:33
15.5,24.4,13:37:34
15.4,23.9,13:37:35
15.4,24.2,13:37:36
15.4,23.6,13:37:37
15.4,23.3,13:37:38
15.3,22.2,13:37:39
15.3,22,13:37:40
15.3,22.4,13:37:41
15.3,21.5,13:37:42
15.4,21.4,13:37:43
15.5,21,13:37:44
15.5,21,13:37:45
15.7,20.9,13:37:46
15.7,20.8,13:37:47
15.7,21,13:37:48
15.6,20.8,13:37:49
15.5,20.7,13:37:50
15.4,20.5,13:37:51
15.5,20.5,13:37:52
15.4,20.3,13:37:53
15.5,20.3,13:37:54
15.4,20.3,13:37:55
15.3,20,13:37:56
15.2,19.9,13:37:57
15.2,19.7,13:37:58
15.2,18.9,13:37:59
15.2,18.9,13:38:00
15.2,19.1,13:38:01
15.3,19.2,13:38:02
15.3,19.3,13:38:03
15.3,19.2,13:38:04
15.5,19.4,13:38:05
15.3,18.8,13:38:06
15.4,18.6,13:38:07
15.3,18.1,13:38:08
15.5,18.2,13:38:09
15.5,18.2,13:38:10
15.5,17.9,13:38:11
15.5,18,13:38:12
15.4,17.9,13:38:13
15.4,18.6,13:38:14
15.4,18.6,13:38:15
15.3,17.8,13:38:16
15.3,17.9,13:38:17
15.5,17.6,13:38:18
15.5,17.6,13:38:19
15.5,17.6,13:38:20
15.6,19,13:38:21
15.4,18.8,13:38:22
15.6,19.4,13:38:23
15.6,19.4,13:38:24
15.5,19.1,13:38:25
15.6,19.1,13:38:26
15.6,19.3,13:38:27
15.6,19.4,13:38:28
15.6,19.7,13:38:29
15.7,19.9,13:38:30
15.7,20.1,13:38:31
15.7,20.2,13:38:32
15.7,20.1,13:38:33
15.7,20,13:38:34
15.7,20,13:38:35
15.7,20,13:38:36
15.8,20.1,13:38:37
15.8,20.3,13:38:38
15.8,20.3,13:38:39
15.7,20.2,13:38:40
15.7,20.3,13:38:41
15.6,20.1,13:38:42
15.7,21,13:38:43
15.7,20.1,13:38:44
15.8,20.4,13:38:45
15.8,20.1,13:38:46
15.7,20.1,13:38:47
15.6,19.9,13:38:48
15.7,19.9,13:38:49
15.7,19.9,13:38:50
15.6,18.5,13:38:51
15.8,18.7,13:38:52
15.8,18.4,13:38:53
15.9,18.6,13:38:54
15.8,18.8,13:38:55
15.9,19.5,13:38:56
15.9,19.5,13:38:57
16,19.7,13:38:58
15.9,19.8,13:38:59
15.9,19.7,13:39:00
15.9,19.5,13:39:01
15.9,19.7,13:39:02
15.8,19.6,13:39:03
15.9,19.8,13:39:04
15.9,19.9,13:39:05
16,20.4,13:39:06
15.9,20.2,13:39:07
16,20.5,13:39:08
15.9,20.4,13:39:09
15.9,20.8,13:39:10
15.8,20.7,13:39:11
15.9,20.9,13:39:12
15.9,20.1,13:39:13
16,20.4,13:39:14
15.9,20.7,13:39:15
15.7,20.8,13:39:16
15.8,20.8,13:39:17
15.8,20.8,13:39:18
15.9,21.1,13:39:19
15.9,21.1,13:39:20
16,21.2,13:39:21
16.2,21.4,13:39:22
16.1,21.2,13:39:23
16,20.9,13:39:24
16,21.8,13:39:25
16.2,21.3,13:39:26
16.1,21.5,13:39:27
16.1,21.4,13:39:28
16.1,20.9,13:39:29
16.2,21.1,13:39:30
16.1,21.5,13:39:31
16.1,21.1,13:39:32
16.3,21.9,13:39:33
16.3,21.9,13:39:34
16.1,21.6,13:39:35
16,21.2,13:39:36
16,21.3,13:39:37
16.1,21.1,13:39:38
16.1,21.2,13:39:39
16,20.8,13:39:40
16.2,20.9,13:39:41
16,20.7,13:39:42
16,20.8,13:39:43
15.9,20.4,13:39:44
15.9,20.8,13:39:45
16,20.8,13:39:46
16,20.8,13:39:47
16,20.9,13:39:48
15.9,20.6,13:39:49
15.9,20.6,13:39:50
15.9,20.7,13:39:51
15.6,20.3,13:39:52
15.5,20.2,13:39:53
15.5,20.4,13:39:54
15.6,19.4,13:39:55
15.4,19.2,13:39:56
15.5,18.8,13:39:57
15.5,19,13:39:58
15.5,19,13:39:59
15.6,19,13:40:00
15.5,18.4,13:40:01
15.4,18.4,13:40:02
15.3,17.7,13:40:03
15.3,17.7,13:40:04
15.3,17.7,13:40:05
15.3,17.8,13:40:06
15.3,17.7,13:40:07
15.3,18.6,13:40:08
15.4,18.8,13:40:09
15.5,18.9,13:40:10
15.3,18.6,13:40:11
15.6,18.8,13:40:12
15.5,18.8,13:40:13
15.5,18.7,13:40:14
15.5,17.8,13:40:15
15.4,18,13:40:16
15.4,18.2,13:40:17
15.3,18.2,13:40:18
15.4,18.3,13:40:19
15.4,18.5,13:40:20
15.4,18.5,13:40:21
15.3,18.4,13:40:22
15.4,18.8,13:40:23
15.6,18.8,13:40:24
15.5,18.8,13:40:25
15.4,18.6,13:40:26
15.2,18.7,13:40:27
15.2,18.5,13:40:28
15.2,18.3,13:40:29
15.2,18.2,13:40:30
15.2,18.2,13:40:31
15.3,18.3,13:40:32
15.2,18.2,13:40:33
15.2,18.4,13:40:34
15.3,18.4,13:40:35
15.3,18.3,13:40:36
15.3,18.2,13:40:37
15.2,17.2,13:40:38
15.2,17,13:40:39
15.3,18.3,13:40:40
15.3,18.5,13:40:41
15.3,18.5,13:40:42
15.4,18.6,13:40:43
15.7,18.8,13:40:44
15.7,19,13:40:45
15.8,18.7,13:40:46
15.8,19,13:40:47
15.9,18.9,13:40:48
15.8,18.7,13:40:49
15.8,18.7,13:40:50
15.8,18.9,13:40:51
15.9,19.1,13:40:52
15.8,18.7,13:40:53
15.8,18.7,13:40:54
15.9,18.9,13:40:55
16,19,13:40:56
16.1,19.1,13:40:57
16.1,19.1,13:40:58
16.1,19.2,13:40:59
16.1,19.5,13:41:00
16,19.4,13:41:01
16.1,19.5,13:41:02
16,19.4,13:41:03
15.9,19.2,13:41:04
15.8,19.2,13:41:05
15.8,19.3,13:41:06
15.8,19.4,13:41:07
15.8,19.3,13:41:08
15.7,19.1,13:41:09
15.4,17.7,13:41:10
15.4,17.5,13:41:11
15.5,17.7,13:41:12
15.3,17.5,13:41:13
15.1,17.5,13:41:14
15.2,17.6,13:41:15
15.2,17.5,13:41:16
15.2,17.3,13:41:17
15.2,17.3,13:41:18
15.3,17.3,13:41:19
15.2,17.1,13:41:20
15.4,18,13:41:21
15.4,18,13:41:22
15.5,18.3,13:41:23
15.5,18.5,13:41:24
15.5,18.5,13:41:25
15.6,22.5,13:41:26
16,24.6,13:41:27
16.1,25.3,13:41:28
16.1,25.5,13:41:29
16.1,25.1,13:41:30
16.3,25.3,13:41:31
16.2,25.5,13:41:32
16.5,26.8,13:41:33
16.8,27.3,13:41:34
16.9,27.5,13:41:35
17.1,27.6,13:41:36
17.2,28,13:41:37
17.5,29.7,13:41:38
17.7,30,13:41:39
17.7,30,13:41:40
17.9,30.5,13:41:41
17.8,30.4,13:41:42
18,31.1,13:41:43
18.1,31,13:41:44
18.3,31.2,13:41:45
18.6,31.8,13:41:46
18.5,32,13:41:47
18.7,32.1,13:41:48
18.8,32.3,13:41:49
19,32.6,13:41:50
19,31.8,13:41:51
19.1,31.9,13:41:52
19.1,31.9,13:41:53
19.2,32.1,13:41:54
19.2,32.4,13:41:55
19.3,28.8,13:41:56
19,26.6,13:41:57
19,26,13:41:58
19,26.1,13:41:59
19,26.1,13:42:00
19,26.2,13:42:01
19,26,13:42:02
18.9,25.1,13:42:03
18.6,24.5,13:42:04
18.7,24.6,13:42:05
18.6,25,13:42:06
18.6,24.8,13:42:06
18.4,23.3,13:42:08
18.4,23.3,13:42:09
18.5,23.6,13:42:10
18.5,23.7,13:42:11
18.5,24,13:42:12
18.5,23.8,13:42:13
18.6,24.1,13:42:14
18.4,23.9,13:42:15
18.2,24.1,13:42:16
18.4,23.9,13:42:17
18.5,24.1,13:42:18
18.4,23.8,13:42:19
18.4,24.6,13:42:20
18.3,24.3,13:42:21
18.4,24.5,13:42:22
18.3,24.4,13:42:23
18.3,24,13:42:24
18.3,23.6,13:42:25
18.5,23.8,13:42:26
18.5,23.8,13:42:27
18.5,23.9,13:42:28
18.5,23.8,13:42:29
18.7,24.3,13:42:30
18.7,24.1,13:42:31
18.7,24.2,13:42:32
19,24.6,13:42:33
19.1,24.9,13:42:34
19.1,24.7,13:42:35
19.2,24.3,13:42:36
19.3,24.8,13:42:37
19.3,24.9,13:42:38
18.9,24.7,13:42:39
18.5,24,13:42:40
18.6,23.8,13:42:41
18.3,23.6,13:42:42
17.9,23,13:42:43
17.3,22.6,13:42:44
17.1,23,13:42:45
16.8,22.1,13:42:46
16.2,21.6,13:42:47
15.7,21.6,13:42:47
15.4,21.4,13:42:49
14.9,20.2,13:42:50
14.6,20.3,13:42:50
14.1,19.6,13:42:52
14.1,19.5,13:42:53
14.1,19.7,13:42:53
14.1,19.7,13:42:55
13.8,19.6,13:42:56
13.9,19.6,13:42:57
13.9,19.5,13:42:58
13.9,20.3,13:42:59
13.9,20.2,13:43:00
14.1,20.5,13:43:01
14.3,20.6,13:43:02
13.9,19.9,13:43:03
13.9,19.8,13:43:04
14,20.1,13:43:05
14,19.8,13:43:06
13.9,19.5,13:43:07
13.9,19.3,13:43:08
14.3,19.4,13:43:09
14.8,20,13:43:10
14.6,19.8,13:43:11
14.9,20.7,13:43:12
15.3,21.8,13:43:13
15.7,22,13:43:14
15.9,21.8,13:43:15
16.3,22,13:43:15
16.7,22.3,13:43:17
17.2,22.5,13:43:18
17.6,23.1,13:43:18
18,23.8,13:43:20
18.5,23.7,13:43:21
18.8,24.3,13:43:21
18.8,24.3,13:43:23
18.8,24.5,13:43:24
18.7,25.4,13:43:24
18.7,25.1,13:43:26
18.8,25.3,13:43:27
18.8,25.7,13:43:28
18.6,24.7,13:43:29
18.5,25.2,13:43:30
18.2,24.9,13:43:31
18.1,24.8,13:43:32
18.2,25.8,13:43:33
18.2,25.7,13:43:34
18,25.5,13:43:35
18,26,13:43:36
17.8,25.5,13:43:37
17.9,25.6,13:43:38
18,26.1,13:43:39
18.1,26.5,13:43:40
18.1,26.3,13:43:40
18.1,25.9,13:43:42
18,25.9,13:43:43
17.9,26,13:43:43
18,25.9,13:43:45
18.1,26.1,13:43:46
18.2,26.6,13:43:46
18,26.3,13:43:48
18,26.7,13:43:49
17.8,26.2,13:43:50
17.8,27,13:43:51
17.8,26.8,13:43:52
17.9,26.8,13:43:53
17.9,26.7,13:43:54
17.9,25.8,13:43:55
17.9,25.9,13:43:56
17.9,25.9,13:43:57
17.8,25.6,13:43:58
18,25.7,13:43:59
18,25,13:44:00
18.2,25.3,13:44:01
18.1,25.5,13:44:02
18,24.6,13:44:03
17.9,24.4,13:44:04
18.1,24.6,13:44:05
18.1,24.4,13:44:05
18.2,24.8,13:44:07
18,24.6,13:44:08
17.9,24.3,13:44:08
17.7,23.8,13:44:10
17.8,23.9,13:44:11
17.8,24.9,13:44:11
17.8,24.9,13:44:13
17.8,24.6,13:44:14
17.8,24.5,13:44:15
17.9,24.4,13:44:16
17.8,24.3,13:44:17
18,24.6,13:44:18
17.9,24.1,13:44:19
18.1,24.2,13:44:20
18.1,23.5,13:44:21
18,23.5,13:44:22
17.9,23.2,13:44:23
17.8,23.1,13:44:24
17.9,23,13:44:25
17.8,23.6,13:44:26
17.6,23.3,13:44:27
17.7,23.8,13:44:27
17.5,23.8,13:44:29
17.7,24.3,13:44:30
17.6,24.1,13:44:30
17.8,24.2,13:44:32
17.9,24.9,13:44:33
18,25.2,13:44:34
17.6,24.7,13:44:35
17.7,24.5,13:44:36
17.7,25,13:44:37
17.8,25.1,13:44:38
17.7,25,13:44:39
17.8,25.2,13:44:40
17.8,25.7,13:44:41
17.7,24,13:44:42
17.7,23.2,13:44:43
17.7,23.2,13:44:44
17.5,23.2,13:44:45
17.4,23,13:44:46
17.4,22.9,13:44:47
17.3,22.5,13:44:48
17.3,22.3,13:44:49
17.2,22.6,13:44:49
17,22.7,13:44:51
17.3,23.4,13:44:52
17.4,23.7,13:44:52
17.5,23.7,13:44:54
17.4,24.3,13:44:55
17.3,23.6,13:44:55
17.5,24.1,13:44:57
17.5,24.1,13:44:58
17.5,24.2,13:44:59
17.4,24,13:45:00
17.3,23.9,13:45:01
17.1,23.6,13:45:02
17,22.9,13:45:03
17,22.9,13:45:04
17.2,27.7,13:45:05
17.2,27.7,13:45:06
17.3,27.4,13:45:07
17.3,27.5,13:45:08
17.4,27.6,13:45:09
17.4,27.6,13:45:10
17.5,27.1,13:45:11
17.5,27.2,13:45:12
17.6,27.1,13:45:13
17.6,27.5,13:45:14
17.5,27.3,13:45:15
17.5,27.3,13:45:16
17.5,27.3,13:45:17
17.4,27.8,13:45:18
17.5,27.7,13:45:19
17.4,27.3,13:45:20
17.5,27.1,13:45:20
17.3,26.6,13:45:22
17.2,27.3,13:45:23
17.3,27.6,13:45:23
17.3,27.6,13:45:25
17.4,27.8,13:45:26
17.3,27.5,13:45:27
17.4,27.1,13:45:28
17.4,27,13:45:29
17.4,26.6,13:45:30
17.4,26.6,13:45:31
17.5,26.6,13:45:32
17.6,26.9,13:45:33
17.7,27.3,13:45:34
17.5,22.7,13:45:35
17.6,22.8,13:45:36
17.4,23.9,13:45:37
17.4,23.8,13:45:38
17,23.3,13:45:39
17.1,23.5,13:45:40
17,23.3,13:45:41
17,23.4,13:45:42
17,23.6,13:45:43
16.9,23.4,13:45:44
17,23.5,13:45:45
17,23.5,13:45:45
16.8,23.2,13:45:47
16.9,22.9,13:45:48
16.7,23,13:45:49
16.7,23.1,13:45:50
16.6,23,13:45:51
16.4,22.6,13:45:52
16.4,21.9,13:45:53
16.2,21.4,13:45:54
16.1,20.7,13:45:55
16,20.4,13:45:56
15.9,20.3,13:45:57
15.8,20.6,13:45:58
15.7,20.7,13:45:59
15.5,20.5,13:46:00
15.7,21.6,13:46:01
15.7,21.6,13:46:02
15.6,21.4,13:46:03
15.4,20.9,13:46:04
15.3,21.4,13:46:04
15.2,21.5,13:46:06
15.3,19.9,13:46:07
15.2,19.7,13:46:08
15.4,20.1,13:46:09
15.3,19.8,13:46:10
15.4,20,13:46:11
15.3,19.6,13:46:12
15.2,19.5,13:46:13
15.2,19.5,13:46:14
15.1,19.4,13:46:15
15.1,19.6,13:46:16
15.1,19.5,13:46:17
15,19.3,13:46:18
15.2,19.3,13:46:19
15.3,19.2,13:46:20
15.5,19.8,13:46:21
15.6,20.1,13:46:22
15.5,19.8,13:46:23
15.5,19.8,13:46:24
15.6,20,13:46:25
15.7,20.3,13:46:26
15.9,20.4,13:46:27
15.9,19.9,13:46:28
16.1,20,13:46:29
16.1,20.1,13:46:30
16,18.8,13:46:31
16,19.2,13:46:32
16.1,19.2,13:46:33
16.2,19.2,13:46:34
16.3,18.8,13:46:35
16.2,18.4,13:46:36
16.1,18.3,13:46:37
16.1,18.3,13:46:38
16,18.4,13:46:39
16,18.4,13:46:40
15.9,18.5,13:46:41
16,20,13:46:42
16.1,20.2,13:46:43
16,19.9,13:46:44
16,19.9,13:46:45
15.9,19.8,13:46:46
16,20.1,13:46:47
16,20.5,13:46:48
15.8,21,13:46:49
15.8,21.1,13:46:50
15.6,20.7,13:46:51
15.9,20.9,13:46:52
15.9,21.2,13:46:53
15.8,21.7,13:46:54
15.8,22.2,13:46:55
15.9,22.2,13:46:56
15.9,22.2,13:46:57
15.8,22.2,13:46:58
15.8,23.1,13:46:59
15.9,23.3,13:47:00
15.9,23.4,13:47:01
15.8,23,13:47:02
15.7,23.3,13:47:03
15.7,23.4,13:47:04
15.6,23.1,13:47:05
15.6,23.2,13:47:06
15.8,23.8,13:47:07
15.7,23.9,13:47:08
15.6,23.6,13:47:09
15.5,23.4,13:47:10
15.6,23.4,13:47:11
15.5,22.3,13:47:12
15.5,22.1,13:47:13
15.5,22.1,13:47:14
15.6,22.2,13:47:15
15.7,22.3,13:47:16
15.8,22.2,13:47:17
15.7,21.9,13:47:18
15.8,21.3,13:47:19
16,21.4,13:47:20
16,21.2,13:47:21
15.9,21,13:47:22
15.9,20.9,13:47:23
16.1,20.6,13:47:24
16,20.9,13:47:25
15.8,20.5,13:47:26
15.7,20.4,13:47:27
15.9,21.9,13:47:28
15.9,20.8,13:47:29
15.7,20.5,13:47:30
15.7,20.6,13:47:31
15.6,20.5,13:47:32
15.5,20.1,13:47:33
15.5,20,13:47:34
15.8,20.8,13:47:35
15.9,20.9,13:47:36
15.8,20.3,13:47:37
15.9,20.9,13:47:38
16,21.5,13:47:39
16.1,21.8,13:47:40
16,22.1,13:47:41
16.3,22.4,13:47:42
16.2,23.1,13:47:43
16.1,23.1,13:47:44
16.2,24.2,13:47:45
16.2,25.5,13:47:46
16.2,26,13:47:47
16.2,27.1,13:47:48
16.3,28.7,13:47:49
16.5,30.8,13:47:50
16.8,38.5,13:47:51
16.7,38.4,13:47:52
16.7,38.3,13:47:53
16.7,38.2,13:47:54
16.7,37.4,13:47:55
16.8,37.5,13:47:56
16.8,37.9,13:47:57
16.7,36.7,13:47:58
16.7,36.7,13:47:59
16.7,36.8,13:48:00
16.7,36.5,13:48:01
17.2,38.6,13:48:02
17.2,39.6,13:48:03
17.1,39.5,13:48:04
16.9,39.1,13:48:05
16.9,39.1,13:48:06
16.9,39.1,13:48:07
16.8,39,13:48:08
16.7,38.7,13:48:09
16.8,38.6,13:48:10
16.8,43.1,13:48:11
16.7,43,13:48:12
16.8,43.3,13:48:13
16.9,43.6,13:48:14
16.9,44,13:48:15
17.1,45.5,13:48:16
17,46,13:48:17
17.1,47.3,13:48:18
17,45.9,13:48:19
16.8,44.8,13:48:20
16.6,37.4,13:48:21
16.5,39.7,13:48:22
17.1,42,13:48:23
17.2,43.7,13:48:24
17.3,44.3,13:48:25
17.4,45.4,13:48:26
17.6,46.4,13:48:27
17.6,48.4,13:48:28
17.8,49.7,13:48:29
17.9,51,13:48:30
18.1,52.4,13:48:31
17.9,51.8,13:48:32
18,51.5,13:48:33
18.1,51.9,13:48:34
18.2,51.8,13:48:35
18.2,52.1,13:48:36
18.3,53.5,13:48:37
18.4,54.3,13:48:38
18.6,55.6,13:48:39
18.8,56.5,13:48:40
18.8,52.4,13:48:41
18.7,52.1,13:48:42
18.6,51,13:48:43
18.7,50.9,13:48:44
18.6,49.4,13:48:45
18.3,46.8,13:48:46
18.3,46.1,13:48:47
18.1,43.6,13:48:48
18.1,45.3,13:48:49
17.9,44.8,13:48:50
17.9,47.1,13:48:51
17.9,47,13:48:52
17.4,45.1,13:48:53
17.3,44.5,13:48:54
17.4,44.9,13:48:55
17.3,44.8,13:48:56
17.3,45.7,13:48:57
17.2,45,13:48:58
16.9,44,13:48:59
16.8,46.5,13:49:00
16.7,45.9,13:49:01
16.7,48.3,13:49:02
16.7,48.3,13:49:03
16.6,49.8,13:49:04
16.6,49.8,13:49:05
16.7,49.9,13:49:06
16.7,52.4,13:49:07
16.8,53.5,13:49:08
16.8,53.7,13:49:09
16.7,53.5,13:49:10
16.6,53.3,13:49:11
16.5,53.3,13:49:12
16.6,53.6,13:49:13
16.5,54.4,13:49:14
16.5,55.2,13:49:15
16.7,57.2,13:49:16
16.7,57.2,13:49:17
16.9,58.9,13:49:18
17,58,13:49:19
17.3,59.7,13:49:20
17.4,57.5,13:49:21
17.3,56.3,13:49:22
17.3,56,13:49:23
17.3,55.4,13:49:24
17.1,54.4,13:49:25
17.2,56.4,13:49:26
17.4,55.2,13:49:27
17.5,55,13:49:28
17.7,58.5,13:49:29
17.9,54.9,13:49:30
18,54.4,13:49:31
17.9,52.3,13:49:32
17.9,54.8,13:49:33
18,53.6,13:49:34
18.1,56.1,13:49:35
18,58.2,13:49:36
17.9,55,13:49:37
17.9,53.1,13:49:38
18,52.3,13:49:39
18,53.9,13:49:40
18.1,54.1,13:49:41
18.2,55.3,13:49:42
18.5,57.2,13:49:43
18.7,57.6,13:49:44
19,57.7,13:49:45
19.2,56.4,13:49:46
19.5,56.9,13:49:47
19.8,56,13:49:48
19.9,57,13:49:49
20,55.4,13:49:50
20.1,56.1,13:49:51
20.5,56.8,13:49:52
20.9,57.6,13:49:53
21.1,57.7,13:49:54
21.3,58.1,13:49:55
21.4,56.4,13:49:56
21.4,56.5,13:49:57
21.6,57.9,13:49:58
21.7,55.6,13:49:59
22,56.3,13:50:00
22.1,57,13:50:01
22.3,56,13:50:02
22.4,53.6,13:50:03
22.4,54.3,13:50:04
22.6,52.9,13:50:05
23,51.2,13:50:06
23.1,51.7,13:50:07
23.3,52.9,13:50:08
23.5,53.2,13:50:09
23.8,51.6,13:50:10
