pm2.5,pm10,time
15.8,17.9,13:41:42
15.9,18.1,13:41:43
15.8,18.3,13:41:44
15.9,18.5,13:41:45
15.8,18.5,13:41:46
16,18.6,13:41:47
16.2,18.7,13:41:48
16.3,18.9,13:41:49
16.5,19.1,13:41:50
16.9,19.4,13:41:51
17.1,19.5,13:41:52
17.1,19.2,13:41:53
17.3,19.4,13:41:54
17.3,19.4,13:41:55
17.3,19.4,13:41:56
17.3,19.3,13:41:57
17.4,19.5,13:41:59
17.3,19.4,13:41:59
17.3,19.3,13:42:00
17.4,19.5,13:42:02
17.4,19.5,13:42:02
17.4,19.5,13:42:03
17.3,19.4,13:42:05
17.4,19.8,13:42:05
17.4,20.4,13:42:06
17.6,20.7,13:42:07
17.6,20.7,13:42:08
17.8,20.8,13:42:09
17.7,20.7,13:42:10
17.7,19.8,13:42:11
17.6,19.7,13:42:12
17.5,19.6,13:42:13
17.6,22.3,13:42:14
17.7,22.2,13:42:15
17.8,23,13:42:16
17.8,24.1,13:42:17
17.8,25.2,13:42:18
17.7,24.9,13:42:19
17.5,25.2,13:42:21
17.4,25.5,13:42:21
17.4,25.3,13:42:22
17.4,25,13:42:24
17.3,24.9,13:42:24
17.2,24.7,13:42:25
17.2,24.9,13:42:27
17.3,26,13:42:27
17.1,25.8,13:42:28
17.1,25.8,13:42:30
17,25.9,13:42:30
16.8,25.5,13:42:31
16.9,25.4,13:42:32
16.9,25.3,13:42:33
16.9,24.8,13:42:34
17,24.7,13:42:35
17.2,24.2,13:42:36
17.3,24.9,13:42:37
17.5,25.2,13:42:38
17.5,25.1,13:42:39
17.7,25.5,13:42:40
17.8,25.6,13:42:41
17.8,25.7,13:42:43
17.7,25.6,13:42:43
17.9,23.8,13:42:44
17.9,24,13:42:46
18,24.1,13:42:46
18,23,13:42:47
18.1,22.3,13:42:49
18.1,22.2,13:42:49
18.1,21.8,13:42:50
17.9,21.5,13:42:52
17.9,21.9,13:42:52
17.8,21.9,13:42:53
18,22.2,13:42:55
18,22.3,13:42:55
18.1,22.3,13:42:56
18.1,21.3,13:42:57
18.2,22,13:42:58
18.3,23.1,13:42:59
18.3,23,13:43:00
18.4,23,13:43:01
18.2,23,13:43:02
18.3,23,13:43:03
18.5,23.4,13:43:05
18.6,23.6,13:43:05
19,24.3,13:43:06
19.1,24.3,13:43:08
19.4,24.9,13:43:08
19.7,25.2,13:43:09
19.8,25.2,13:43:11
20,25.6,13:43:11
20.3,25.9,13:43:12
20.6,26.3,13:43:14
20.6,24.9,13:43:14
20.7,24.8,13:43:15
20.6,24.2,13:43:17
21,24.6,13:43:17
21.1,24.4,13:43:18
21.6,26,13:43:20
21.6,26.4,13:43:20
21.9,26.5,13:43:21
22.3,26.5,13:43:23
22.8,26.9,13:43:24
23.1,26.9,13:43:24
23.4,27.2,13:43:25
23.6,27.5,13:43:27
23.7,28,13:43:27
23.9,28.2,13:43:28
23.9,27.3,13:43:30
24.1,27.7,13:43:30
24.3,27.9,13:43:31
24.4,28.2,13:43:33
24.6,28.4,13:43:33
24.5,28.4,13:43:34
24.2,27.9,13:43:36
23.8,27.2,13:43:36
23.8,26.8,13:43:37
23.4,26.3,13:43:39
23.2,26,13:43:39
22.9,25.7,13:43:40
22.7,25.5,13:43:42
22.6,25.4,13:43:43
22.5,25.3,13:43:43
22.3,25.1,13:43:45
22.2,24.9,13:43:46
22.3,25.2,13:43:46
21.9,24.6,13:43:48
21.9,24.6,13:43:49
21.8,24.3,13:43:49
21.8,24.3,13:43:50
21.8,24.3,13:43:52
21.5,24,13:43:52
21.2,23.6,13:43:53
20.9,23.3,13:43:55
21,24.4,13:43:55
21,24.5,13:43:56
21.1,25.2,13:43:58
21.1,24.9,13:43:58
20.9,24.5,13:43:59
20.8,24.3,13:44:01
20.7,24.5,13:44:01
20.7,24.4,13:44:02
20.6,24.2,13:44:04
20.6,23.9,13:44:05
20.9,24.3,13:44:05
21.4,25,13:44:07
21.2,24.6,13:44:08
21.5,24.7,13:44:08
21.6,25.8,13:44:10
21.6,26.7,13:44:11
21.7,28.5,13:44:11
21.6,28.3,13:44:13
21.7,29.5,13:44:14
21.8,33.7,13:44:14
21.9,34.3,13:44:15
21.8,40.9,13:44:17
21.9,41.1,13:44:17
21.7,41,13:44:18
21.5,40.8,13:44:20
21.5,40.8,13:44:20
21.5,40.8,13:44:21
21.5,40.7,13:44:23
21.4,40.5,13:44:23
21.5,40.6,13:44:24
21.3,38.1,13:44:26
21.2,39.5,13:44:27
20.9,38.2,13:44:27
20.8,37.7,13:44:29
21.2,38.1,13:44:30
21.3,39,13:44:30
21.3,38.8,13:44:32
21.3,38.7,13:44:33
21.3,39.7,13:44:33
21.2,39.7,13:44:35
21,39.5,13:44:36
20.5,38.8,13:44:36
20.4,38.8,13:44:38
20.3,38.9,13:44:39
20,37.9,13:44:39
19.9,36.9,13:44:41
19.7,34.5,13:44:42
19.5,34.5,13:44:42
19.4,33.1,13:44:44
19.3,29,13:44:45
19.3,28.4,13:44:45
19.1,21.4,13:44:46
19.1,21.5,13:44:48
19,21.5,13:44:49
19.1,21.8,13:44:49
19.1,21.8,13:44:51
19.1,22,13:44:52
19.1,22.5,13:44:52
19,22.4,13:44:54
18.9,22.3,13:44:55
18.9,22.3,13:44:55
18.8,21,13:44:57
19,21.3,13:44:58
19,21.9,13:44:58
18.8,22.4,13:45:00
18.6,21.8,13:45:01
18.6,21.8,13:45:01
18.6,21.8,13:45:03
18.5,21,13:45:04
18.7,21.2,13:45:04
18.6,21.7,13:45:06
18.6,22.1,13:45:07
18.9,22.3,13:45:08
18.6,21.9,13:45:09
18.6,21.6,13:45:10
18.5,21.5,13:45:11
18.8,22,13:45:11
18.8,22,13:45:13
18.7,21.8,13:45:14
18.5,21.4,13:45:14
18.5,21.8,13:45:16
18.5,21.6,13:45:17
18.4,21.7,13:45:17
18.4,22.5,13:45:19
18.4,22.3,13:45:20
18.2,22.2,13:45:20
18.1,22,13:45:22
18,21.6,13:45:23
18,21.7,13:45:24
18,22,13:45:25
17.9,22.1,13:45:26
18,22.2,13:45:27
17.8,22.8,13:45:28
17.7,21.4,13:45:29
17.5,20.5,13:45:30
17.4,20.1,13:45:31
17.3,20.2,13:45:32
17,20.1,13:45:33
17.2,21.3,13:45:34
16.9,20.9,13:45:35
16.8,20.6,13:45:36
16.6,20,13:45:37
16.3,19.7,13:45:38
16.4,19.9,13:45:39
16.3,19.9,13:45:39
16.3,20.1,13:45:41
16.2,19.9,13:45:42
16.1,21.6,13:45:42
16.3,21.8,13:45:44
16,21.7,13:45:45
15.8,21.1,13:45:46
15.7,21.1,13:45:47
15.6,20.8,13:45:48
15.5,20.1,13:45:49
15.3,20,13:45:50
15.2,20.1,13:45:51
15.1,20.1,13:45:52
15.2,20,13:45:52
15.4,20,13:45:54
15.3,19.7,13:45:55
15,19.6,13:45:56
14.9,19.4,13:45:57
14.9,18.5,13:45:58
15,18.6,13:45:59
15,18.8,13:46:00
15.3,19.5,13:46:01
15.3,19.4,13:46:02
15.6,20.5,13:46:03
15.3,18.9,13:46:04
15.4,19.2,13:46:05
15.5,18.9,13:46:06
15.5,18.9,13:46:07
15.6,19.4,13:46:08
15.6,19.3,13:46:09
15.7,19.4,13:46:10
15.8,19.7,13:46:11
15.7,19.6,13:46:12
15.8,18,13:46:13
15.6,18,13:46:14
15.9,18.4,13:46:15
16,18.7,13:46:16
16.3,18.9,13:46:17
16.3,18.9,13:46:18
16.4,18.7,13:46:19
16.4,18.6,13:46:20
16.5,19.1,13:46:21
16.4,19.1,13:46:22
16.4,19.3,13:46:23
16.1,19,13:46:24
16,18.9,13:46:25
16.1,18.8,13:46:26
16.1,18.9,13:46:27
16.3,19,13:46:28
16.3,19,13:46:29
16.4,19.2,13:46:30
16.2,19.2,13:46:31
16.2,19.5,13:46:32
16.2,18.6,13:46:33
16.3,18.8,13:46:34
16.3,18.5,13:46:35
16.5,19,13:46:36
16.6,19.3,13:46:37
16.9,19.2,13:46:38
16.9,19.2,13:46:39
16.8,19.3,13:46:40
16.7,18.8,13:46:41
16.7,19,13:46:42
16.8,19.1,13:46:43
16.8,18.9,13:46:44
16.8,18.8,13:46:45
17.1,19.2,13:46:46
16.7,21,13:46:47
16.7,21,13:46:48
16.4,20.9,13:46:49
16.7,21.1,13:46:50
16.7,20.6,13:46:51
16.8,20.5,13:46:52
16.8,20.6,13:46:53
17,20.9,13:46:54
17.1,21.1,13:46:55
17.1,21.2,13:46:56
17.2,21.4,13:46:57
17.1,21.4,13:46:58
17,21.4,13:46:59
17,21.4,13:47:00
16.8,21.1,13:47:01
16.8,20.8,13:47:02
16.7,20.9,13:47:03
16.7,21.1,13:47:04
16.6,21.1,13:47:05
16.6,20.8,13:47:06
16.5,20.7,13:47:07
16.2,20.3,13:47:08
16.2,20.7,13:47:09
16.4,21,13:47:10
16.4,21.6,13:47:11
16.4,21.2,13:47:12
16.2,20.9,13:47:13
16.1,20.7,13:47:14
15.9,20.7,13:47:15
15.7,20.7,13:47:16
16,19.1,13:47:17
16.1,19.2,13:47:18
16.1,19.1,13:47:19
15.9,18.9,13:47:20
15.7,18.6,13:47:21
15.6,18.7,13:47:22
15.6,18.7,13:47:23
15.4,18.5,13:47:24
15.4,18.7,13:47:25
15.3,18.5,13:47:26
15.2,18.3,13:47:27
15.2,18.1,13:47:28
15.3,18,13:47:29
15.1,17.6,13:47:30
15.3,17.3,13:47:31
15.3,17.1,13:47:32
15.1,16.9,13:47:33
15,16.8,13:47:34
14.9,16.7,13:47:35
14.7,16.4,13:47:36
14.6,16.3,13:47:37
14.6,16.3,13:47:38
14.6,17.4,13:47:39
14.5,17.5,13:47:40
14.6,17.2,13:47:41
14.9,17.5,13:47:42
14.9,17.6,13:47:43
15.2,19.1,13:47:44
15.3,19.5,13:47:45
15.3,19.3,13:47:46
15.1,19.3,13:47:47
15.1,22.3,13:47:48
15.3,22.7,13:47:49
15.4,24.7,13:47:50
15.6,24.9,13:47:51
15.8,25.6,13:47:52
15.7,25.6,13:47:53
15.9,25.6,13:47:54
15.8,25.3,13:47:55
15.8,25.3,13:47:56
16,25.4,13:47:57
15.8,25.3,13:47:58
15.9,25.7,13:47:59
16,26.4,13:48:00
15.9,26.4,13:48:01
15.8,26.4,13:48:02
16.2,26.8,13:48:03
16.1,27.7,13:48:04
16.2,28,13:48:05
16.3,28.2,13:48:06
16.5,28.4,13:48:07
16.7,29.6,13:48:08
16.6,27.6,13:48:09
16.7,36.3,13:48:10
16.7,36.4,13:48:11
16.6,37.8,13:48:12
16.7,39.3,13:48:13
16.7,38.8,13:48:14
16.8,38.8,13:48:15
17,39.4,13:48:16
17.2,41.4,13:48:17
17.3,40.9,13:48:18
17.4,41.3,13:48:19
17.6,40.3,13:48:20
17.5,43.7,13:48:21
17.6,42.9,13:48:22
17.7,42.6,13:48:23
17.7,44.6,13:48:24
17.9,46.5,13:48:25
18.1,47,13:48:26
18.1,48.8,13:48:27
18.3,49.5,13:48:28
18.4,50.3,13:48:29
18.5,51.1,13:48:30
18.7,51.9,13:48:31
18.9,53.8,13:48:32
18.9,55.5,13:48:33
18.9,55.2,13:48:34
19,54.9,13:48:35
18.9,54.7,13:48:36
19.1,55.8,13:48:37
18.9,54.7,13:48:38
19.1,55.1,13:48:39
18.8,45.9,13:48:40
18.8,45.5,13:48:41
18.6,43.5,13:48:42
18.3,42.1,13:48:43
18.3,42.6,13:48:44
18.2,45.4,13:48:45
18.1,44.8,13:48:46
18,42.8,13:48:47
18,41.7,13:48:48
18.1,42.3,13:48:49
18,42.3,13:48:50
18.1,39.6,13:48:51
18.1,41.2,13:48:52
18.1,42.5,13:48:53
18.1,40.7,13:48:54
18,41.5,13:48:55
18,43.7,13:48:56
18.2,44.3,13:48:57
18.1,45.8,13:48:58
18,45.8,13:48:59
18,44.6,13:49:00
17.8,43.9,13:49:01
18,43.4,13:49:02
17.9,42.2,13:49:03
18.2,44.1,13:49:04
18.2,46.7,13:49:05
18.1,46.6,13:49:06
17.8,46.2,13:49:07
18,48.9,13:49:08
20.5,52.9,13:49:09
24.3,56.7,13:49:10
24.9,59.1,13:49:11
26.2,61.9,13:49:12
27.4,64.4,13:49:13
28.2,64.8,13:49:14
28.4,62.3,13:49:15
28.8,63.6,13:49:16
29.4,65,13:49:17
29.6,64.3,13:49:18
29.8,63.7,13:49:19
30,63.8,13:49:20
30.2,64.8,13:49:21
30.2,63.4,13:49:22
30.2,62.5,13:49:23
30.7,63.3,13:49:24
31.1,61.2,13:49:25
31.4,59.9,13:49:26
31.3,57.6,13:49:27
31.7,56.5,13:49:28
31.8,55.7,13:49:29
31.9,56,13:49:30
31.9,56.2,13:49:31
31.9,55.3,13:49:32
32,55.4,13:49:33
31.9,53.8,13:49:34
32.1,52.2,13:49:35
32.5,53.7,13:49:36
33,54.8,13:49:37
33.2,52.8,13:49:38
30.8,49.3,13:49:39
27.5,46.2,13:49:40
27.4,45.4,13:49:41
26.6,45.1,13:49:42
25.9,43.1,13:49:43
25.4,42.7,13:49:44
25.3,42.9,13:49:45
25.2,42,13:49:46
24.7,41.1,13:49:47
24.8,41.3,13:49:48
24.7,41.1,13:49:49
24.7,41.2,13:49:50
24.6,40.2,13:49:51
24.9,43,13:49:52
25.3,43.3,13:49:53
25.2,42.9,13:49:54
25,42.9,13:49:55
24.9,42.2,13:49:56
25.2,42.7,13:49:57
24.9,42.6,13:49:58
25.1,43.2,13:49:59
25.3,43.8,13:50:00
25.8,44.8,13:50:01
25.8,45.9,13:50:02
26.1,46.3,13:50:03
26.1,46.1,13:50:04
26.2,45.6,13:50:05
26.3,44.9,13:50:06
26.3,44.3,13:50:07
26.2,43.7,13:50:08
26.5,44.2,13:50:09
26.5,44.3,13:50:10
26.2,43.7,13:50:11
26,41.9,13:50:12
25.9,42.1,13:50:13
26,41.2,13:50:14
25.9,41.2,13:50:15
26.1,41.7,13:50:16
26.1,41.4,13:50:17
26.2,41.2,13:50:18
26.1,41.3,13:50:19
26.3,42.9,13:50:20
26.3,43.3,13:50:21
26.1,40.6,13:50:22
25.9,41,13:50:23
25.7,41.2,13:50:24
25.8,41.2,13:50:25
25.8,41.5,13:50:26
25.7,41.9,13:50:27
25.8,41.7,13:50:28
25.7,41.2,13:50:29
25.7,40.6,13:50:30
25.6,40.1,13:50:31
25.6,39.4,13:50:32
25.5,38.9,13:50:33
25.6,39.7,13:50:34
25.6,40.6,13:50:35
25.6,41.1,13:50:36
25.5,40.5,13:50:37
25.6,40.8,13:50:38
25.4,40.5,13:50:39
25.2,40.2,13:50:40
25.4,40,13:50:41
25.4,39.8,13:50:42
25.4,39.8,13:50:43
25.2,39.7,13:50:44
25.1,39.2,13:50:45
25,38.8,13:50:46
25,39,13:50:47
24.9,39,13:50:48
25,39,13:50:49
24.7,36.6,13:50:50
24.8,36.5,13:50:51
24.9,36.3,13:50:52
24.9,36.7,13:50:53
24.9,36.2,13:50:54
24.7,36.5,13:50:55
24.7,36.3,13:50:56
24.5,35.6,13:50:57
24.7,35.8,13:50:58
24.6,36.4,13:50:59
24.6,36.7,13:51:00
24.4,36.3,13:51:01
24.3,35.7,13:51:02
24.3,35.6,13:51:03
24.2,35.2,13:51:04
24.2,34.2,13:51:05
24.2,33.7,13:51:06
24,33.4,13:51:07
23.9,33.9,13:51:08
23.8,33.4,13:51:09
24,33.7,13:51:10
23.7,33.2,13:51:11
23.9,33.8,13:51:12
24,34.3,13:51:13
24.1,35.1,13:51:14
24.2,35.1,13:51:15
24.4,35.2,13:51:16
24.5,35.8,13:51:17
24.5,36.8,13:51:18
24.7,37,13:51:19
25,37.9,13:51:20
25,38.5,13:51:21
25.3,39.5,13:51:22
25.7,39.6,13:51:23
25.7,40.1,13:51:24
25.8,39.5,13:51:25
25.6,39.6,13:51:26
25.7,39.7,13:51:27
25.5,39.2,13:51:28
25.8,40.8,13:51:29
26.3,42.2,13:51:30
26.5,43.6,13:51:31
26.8,44.1,13:51:32
27.2,45.7,13:51:33
27.3,46.2,13:51:34
27.5,47.8,13:51:35
27.6,47.8,13:51:36
27.8,48.6,13:51:37
27.9,48.1,13:51:38
28.1,49.5,13:51:39
28.1,49.5,13:51:40
28.3,51.8,13:51:41
28.2,51.3,13:51:42
28.1,51,13:51:43
28.4,52.5,13:51:44
28.5,53.6,13:51:45
28.4,53.6,13:51:46
28.2,52.5,13:51:47
28.3,52.8,13:51:48
28.2,53.3,13:51:49
28.1,52.9,13:51:50
28.2,52.3,13:51:51
28.2,51.9,13:51:52
27.9,51.6,13:51:53
28.2,53.2,13:51:54
28.5,53.9,13:51:55
29.2,55.9,13:51:56
29.3,55.8,13:51:57
29.5,56.1,13:51:58
29.3,54.2,13:51:59
28.9,53.1,13:52:00
28.7,52.6,13:52:01
28.5,52.6,13:52:02
28.3,51.7,13:52:03
28.2,51.3,13:52:04
28,50,13:52:05
27.8,50.1,13:52:06
27.9,49.8,13:52:07
28,49.7,13:52:08
27.9,49.7,13:52:09
27.8,49.8,13:52:10
27.7,48.7,13:52:11
27.9,50.7,13:52:12
27.8,49.9,13:52:13
27.6,48,13:52:14
27.6,47,13:52:15
27.6,47.4,13:52:16
27.7,47.6,13:52:17
27.9,47.1,13:52:18
28.1,47.2,13:52:19
28.2,47.6,13:52:20
28.5,48.7,13:52:21
28.5,49.8,13:52:22
28.6,50.6,13:52:23
28.4,49.8,13:52:24
28.2,49.5,13:52:25
27.8,47.6,13:52:26
27.9,48.6,13:52:27
27.9,50,13:52:28
27.8,50,13:52:29
27.7,49.9,13:52:30
28,49.9,13:52:31
28,50.4,13:52:32
28.1,52.2,13:52:33
28.1,52.1,13:52:34
28.3,53,13:52:35
28.4,53.3,13:52:36
28.5,53.4,13:52:37
28.7,54.8,13:52:38
28.8,53.6,13:52:39
28.7,53.3,13:52:40
28.8,53,13:52:41
28.7,51.9,13:52:42
28.7,52.1,13:52:43
28.8,52.5,13:52:44
28.6,52.5,13:52:45
28.3,51.9,13:52:47
28,51.9,13:52:47
27.7,51.8,13:52:48
27.6,53.7,13:52:50
27.2,53,13:52:50
26.8,51.6,13:52:51
27,50.4,13:52:53
26.6,48.7,13:52:53
26.8,47.8,13:52:54
26.6,47.9,13:52:56
26.3,47.8,13:52:56
26.3,47.1,13:52:57
26.1,46.1,13:52:59
26.2,46.3,13:52:59
26.2,45.6,13:53:00
25.9,45,13:53:02
25.5,44.4,13:53:02
25.2,42.2,13:53:03
24.9,41.7,13:53:05
24.7,40.7,13:53:05
24.6,40.1,13:53:06
24.1,39.3,13:53:07
23.6,37.3,13:53:09
23.4,38.2,13:53:09
23.2,37.8,13:53:10
23.1,37.3,13:53:12
23,36.4,13:53:12
23,37.5,13:53:13
23,37.3,13:53:15
23.2,37.4,13:53:15
23.2,37.3,13:53:16
23.4,38.9,13:53:18
23.4,38.2,13:53:18
23.2,35.9,13:53:19
23.8,37,13:53:21
23.9,38,13:53:21
23.8,39.8,13:53:22
24,40.4,13:53:24
23.9,40.2,13:53:24
23.8,40.7,13:53:25
23.9,40.7,13:53:27
23.8,40,13:53:27
23.8,40.4,13:53:28
23.6,39.9,13:53:30
23.6,39.9,13:53:31
23.8,42.5,13:53:31
23.9,42.3,13:53:33
23.8,41.7,13:53:34
23.7,41.4,13:53:34
23.7,41.2,13:53:36
23.6,41,13:53:37
23.7,40.8,13:53:37
23.7,41.8,13:53:39
23.5,40.3,13:53:40
23.5,40.9,13:53:40
23.4,40.8,13:53:42
23.2,40.5,13:53:43
22.9,40.4,13:53:43
22.9,40.9,13:53:45
22.5,40.4,13:53:46
22.2,40.1,13:53:46
22.2,39.5,13:53:47
22.1,39.1,13:53:49
21.8,38.7,13:53:49
21.1,37.2,13:53:50
20.7,35.7,13:53:52
20.3,33.3,13:53:52
20.3,33.4,13:53:53
20,34.1,13:53:55
20.2,33,13:53:56
20.2,32.9,13:53:56
20.3,33,13:53:58
19.9,32.3,13:53:59
20,32.7,13:53:59
19.8,33,13:54:01
19.5,31.2,13:54:02
19.5,31.3,13:54:02
19.5,31.5,13:54:04
19.8,32,13:54:05
19.8,32.2,13:54:05
20.3,33.6,13:54:07
20.9,34.5,13:54:08
21.1,34,13:54:08
21.4,35.2,13:54:10
21.6,35.2,13:54:11
22.1,38.1,13:54:11
22.3,38.8,13:54:13
22.7,38.2,13:54:14
22.8,39.5,13:54:15
23.5,41.1,13:54:16
23.8,42.3,13:54:17
23.7,42.5,13:54:18
23.9,43.6,13:54:19
24.2,43.7,13:54:20
24.7,44.6,13:54:21
24.7,44.8,13:54:21
25,47.1,13:54:23
24.9,46.7,13:54:24
25.2,46.2,13:54:24
25.1,46.5,13:54:26
25.1,46.4,13:54:27
25.2,47.4,13:54:27
25.7,47.8,13:54:29
26.1,48.1,13:54:30
26.4,49.1,13:54:30
26.5,48.8,13:54:32
26.6,50,13:54:33
26.9,50.8,13:54:34
26.9,50.9,13:54:35
26.9,50.9,13:54:36
26.5,50.5,13:54:37
25.9,50.7,13:54:38
26.3,51.6,13:54:39
26.3,51.3,13:54:40
26.5,51.7,13:54:41
26.5,49.4,13:54:42
26.6,49.8,13:54:43
26.8,49.6,13:54:44
26.6,47.5,13:54:45
26.6,48.2,13:54:46
26.7,47.9,13:54:46
26.8,46.6,13:54:48
26.7,45.8,13:54:49
26.7,46.1,13:54:49
26.6,46.1,13:54:51
26.8,46.4,13:54:52
26.8,45.3,13:54:52
26.8,45.7,13:54:54
26.7,46.1,13:54:55
26.8,48,13:54:56
26.6,48.1,13:54:57
26.6,49.2,13:54:58
26.5,49.8,13:54:59
26.5,49.5,13:55:00
26.4,48.9,13:55:01
26.7,49.3,13:55:02
26.7,48.3,13:55:03
26.7,47.6,13:55:04
26.9,47.2,13:55:05
27.1,47.6,13:55:06
27.1,47.8,13:55:07
27.4,48.4,13:55:08
27.3,48.9,13:55:09
27.2,49.2,13:55:10
27.2,48.8,13:55:11
27.1,48.4,13:55:12
26.9,48.1,13:55:13
26.8,48.1,13:55:14
26.8,49.6,13:55:15
26.8,48.8,13:55:16
26.8,48.6,13:55:17
26.9,48.8,13:55:18
26.7,49.8,13:55:19
26.8,49.7,13:55:20
26.9,49.6,13:55:21
27,50.9,13:55:22
27,50.1,13:55:23
27,50,13:55:24
27.1,49.6,13:55:25
27.2,48.5,13:55:26
27.6,48.8,13:55:27
27.6,47,13:55:28
27.8,46.3,13:55:29
27.8,46.6,13:55:30
28,47.8,13:55:31
27.8,47.4,13:55:32
28,47.5,13:55:33
28.1,47.9,13:55:34
27.8,47.9,13:55:35
27.8,48.7,13:55:36
27.8,47.9,13:55:37
27.7,46.6,13:55:38
27.7,45.7,13:55:39
27.7,45.5,13:55:40
27.7,46.1,13:55:41
27.6,47.3,13:55:42
27.6,47.3,13:55:43
27.6,47.3,13:55:44
27.9,48.6,13:55:45
27.7,47.6,13:55:46
27.8,47.8,13:55:47
27.7,47.6,13:55:48
28,47.3,13:55:49
28,48,13:55:50
27.9,48.1,13:55:51
28,47.1,13:55:52
28,47.5,13:55:53
28,47.1,13:55:54
28,46.9,13:55:55
27.8,46.9,13:55:56
27.7,48.1,13:55:57
27.8,49.2,13:55:58
28,49.7,13:55:59
27.9,49.4,13:56:00
27.6,49.5,13:56:01
27.6,49,13:56:02
27.1,48.6,13:56:03
27,48.3,13:56:04
27.2,48.3,13:56:05
27.1,47.2,13:56:06
27.2,47.7,13:56:07
27.6,50,13:56:08
27.7,49.7,13:56:09
27.7,50.4,13:56:10
27.9,50,13:56:11
27.9,50.9,13:56:12
28.1,51.8,13:56:13
28.2,51.8,13:56:14
27.9,49.1,13:56:15
28.1,50,13:56:16
27.9,50.8,13:56:17
28.1,51.8,13:56:18
28.1,51.7,13:56:19
28.3,51.4,13:56:20
28.4,51.3,13:56:21
28.4,51.9,13:56:22
28.4,51.9,13:56:23
28.4,52,13:56:24
28.4,52.4,13:56:25
28.4,52.1,13:56:26
28.5,51.1,13:56:27
28.4,50.4,13:56:28
28.2,49.9,13:56:29
28.1,50.6,13:56:30
28.2,51.5,13:56:31
