pm2.5,pm10,time
18,20.5,13:38:36
17.9,20.4,13:38:37
17.9,20,13:38:38
17.9,20,13:38:39
17.7,19.8,13:38:40
17.7,19.8,13:38:41
17.7,19.8,13:38:42
17.7,19.8,13:38:43
17.6,19.7,13:38:44
17.8,19.9,13:38:45
17.8,19.9,13:38:46
17.5,19.5,13:38:47
17.6,19.6,13:38:48
17.6,20.3,13:38:49
17.5,20.2,13:38:50
17.7,20,13:38:51
17.5,19.6,13:38:52
17.4,19.7,13:38:53
17.2,19.6,13:38:54
17,19.4,13:38:55
17,19.4,13:38:56
17.3,19.7,13:38:57
17.4,19.9,13:38:58
17.4,19.9,13:38:59
17.4,19.8,13:39:00
17.5,19.7,13:39:01
17.5,20,13:39:02
17.6,20.2,13:39:03
17.5,20.1,13:39:04
17.7,20.5,13:39:05
17.8,20.3,13:39:06
17.8,20.3,13:39:07
17.9,20.9,13:39:08
17.9,20.9,13:39:09
17.8,20.9,13:39:10
17.9,21.1,13:39:11
17.8,20.9,13:39:12
17.8,20.9,13:39:13
17.8,20.9,13:39:14
17.7,20.9,13:39:15
17.5,20.7,13:39:16
17.7,21,13:39:17
17.6,21,13:39:18
17.6,19.7,13:39:19
17.5,19.6,13:39:20
17.3,19.4,13:39:21
17.4,19.5,13:39:22
17.5,19.6,13:39:23
17.7,19.8,13:39:24
17.6,19.6,13:39:25
17.4,19.4,13:39:26
17,18.9,13:39:27
17,18.9,13:39:28
17,18.9,13:39:29
17.1,19.1,13:39:30
17.1,19.1,13:39:31
17.1,19,13:39:32
17.1,19,13:39:33
17.1,19,13:39:34
17.2,19.2,13:39:35
17.1,19.1,13:39:36
17,19,13:39:37
17.1,19,13:39:38
17.2,19.1,13:39:39
17.1,19,13:39:40
17,18.9,13:39:41
17.1,19,13:39:42
17.1,19,13:39:43
17.1,19,13:39:44
17.1,19,13:39:45
17.1,19,13:39:46
17,18.9,13:39:47
17.1,19,13:39:48
17.1,19,13:39:49
17.3,19.3,13:39:50
17.6,19.7,13:39:51
17.7,19.8,13:39:52
17.7,19.8,13:39:53
17.6,19.7,13:39:54
17.7,19.8,13:39:55
17.7,19.8,13:39:56
17.9,20,13:39:57
18,20.1,13:39:58
18,20.2,13:39:59
18,20.3,13:40:00
18.1,20.3,13:40:01
18,20.2,13:40:02
18,20.2,13:40:03
18,20.2,13:40:04
18.1,20.6,13:40:05
18.3,20.5,13:40:06
18.3,20.5,13:40:07
18,20.2,13:40:08
18,20.2,13:40:09
18.1,20.3,13:40:10
18.1,20.3,13:40:11
18.3,20.5,13:40:12
18.1,20.3,13:40:13
18.2,20.4,13:40:14
18.4,20.6,13:40:15
18.5,20.7,13:40:16
18.6,20.8,13:40:17
18.5,20.7,13:40:18
18.5,20.7,13:40:19
18.6,20.8,13:40:20
18.6,20.7,13:40:21
18.5,20.6,13:40:22
18.4,20.5,13:40:23
18.5,20.6,13:40:24
18.4,20.5,13:40:25
18.4,20.5,13:40:26
18.4,20.5,13:40:27
18.2,20.3,13:40:28
18.2,20.2,13:40:29
17.9,19.9,13:40:30
17.7,19.7,13:40:31
17.8,19.8,13:40:32
17.7,19.7,13:40:33
17.9,19.9,13:40:34
17.8,19.7,13:40:35
17.5,19.4,13:40:36
17.5,19.4,13:40:37
17.5,19.4,13:40:38
17.3,19.1,13:40:39
17.3,19.2,13:40:40
17.2,19.2,13:40:41
17,18.9,13:40:42
17,19,13:40:43
17,19,13:40:44
16.8,18.7,13:40:45
16.8,18.7,13:40:46
16.9,18.9,13:40:47
17,19,13:40:48
16.9,18.9,13:40:49
16.8,18.8,13:40:50
16.6,18.6,13:40:51
16.7,19,13:40:52
16.6,18.7,13:40:53
16.8,18.9,13:40:54
16.9,19.1,13:40:55
17.1,19.8,13:40:56
17.2,19.7,13:40:57
17.3,19.9,13:40:58
17.3,20,13:40:59
17.5,20.3,13:41:00
17.5,20.3,13:41:01
17.5,20.3,13:41:02
17.8,20.7,13:41:03
17.7,20.6,13:41:04
17.6,20.5,13:41:05
17.7,20.7,13:41:06
17.9,21.7,13:41:07
18.2,22.2,13:41:08
18.4,22.5,13:41:09
18.4,22.4,13:41:10
18.7,21.5,13:41:11
18.9,22.1,13:41:12
18.9,22,13:41:13
18.7,21.8,13:41:14
18.9,22,13:41:15
18.9,21.7,13:41:16
18.8,21.2,13:41:17
18.7,21,13:41:18
18.9,21.2,13:41:19
18.7,21.2,13:41:20
18.6,21.2,13:41:21
18.4,20.6,13:41:22
18.5,20.7,13:41:23
18.2,20.4,13:41:24
18.2,20.4,13:41:25
18.1,20.2,13:41:26
18.1,20.2,13:41:27
18.4,20.5,13:41:28
18.7,20.8,13:41:29
18.9,21,13:41:30
19,21.2,13:41:31
19.2,21.4,13:41:32
19.1,21.3,13:41:33
19.3,21.6,13:41:34
19.3,21.6,13:41:35
19.5,21.8,13:41:36
19.5,21.7,13:41:37
19.5,21.7,13:41:38
19.6,21.8,13:41:39
19.6,21.8,13:41:40
19.6,21.8,13:41:41
19.7,21.9,13:41:42
19.9,22.1,13:41:43
19.9,22.1,13:41:44
20.1,22.4,13:41:45
20.1,22.4,13:41:46
20.2,22.6,13:41:47
20.5,22.9,13:41:48
20.4,22.8,13:41:49
20.8,23.2,13:41:50
21.1,23.5,13:41:51
21.3,23.8,13:41:52
21.3,23.8,13:41:53
21.4,24,13:41:54
21.8,24.4,13:41:55
21.9,24.5,13:41:56
21.9,24.5,13:41:57
21.6,24.2,13:41:58
21.5,24.1,13:41:59
21.3,24.1,13:42:00
21.5,24.4,13:42:01
21.3,23.9,13:42:02
21.3,23.9,13:42:03
21.2,23.7,13:42:04
21.3,23.8,13:42:05
21.3,24.1,13:42:06
21.3,24.1,13:42:07
21.2,24.4,13:42:08
21.1,24.1,13:42:09
21.2,24.3,13:42:10
21.1,24.5,13:42:11
21.1,24.7,13:42:12
21.3,25.1,13:42:13
21.5,25.2,13:42:14
21.3,25.1,13:42:15
21.2,25.1,13:42:16
21.1,24.2,13:42:17
21.1,23.8,13:42:18
21.1,24,13:42:19
20.8,23.7,13:42:20
20.7,23.8,13:42:21
20.4,23.1,13:42:22
20.4,22.9,13:42:23
20.3,22.8,13:42:24
20,22.7,13:42:25
19.9,22.7,13:42:26
19.9,22.7,13:42:27
19.8,22.5,13:42:28
19.8,22.3,13:42:29
19.8,22.2,13:42:30
19.6,21.9,13:42:31
19.5,21.8,13:42:32
19.4,21.7,13:42:33
19.3,21.6,13:42:34
19.4,21.7,13:42:35
19.3,21.5,13:42:36
19.1,21.3,13:42:37
19,21.1,13:42:38
18.8,20.9,13:42:39
18.7,20.8,13:42:40
18.6,20.7,13:42:41
18.4,20.4,13:42:42
18.2,20.2,13:42:43
18,20,13:42:44
18.1,20.1,13:42:45
18.2,20.2,13:42:46
18.3,20.4,13:42:47
18.3,20.4,13:42:48
18.2,20.3,13:42:49
18.3,20.4,13:42:50
18.3,20.4,13:42:51
18.7,20.9,13:42:52
19,21.2,13:42:53
19.2,21.4,13:42:54
19.1,21.3,13:42:55
19,21.2,13:42:56
18.8,21,13:42:57
19,21.2,13:42:58
18.8,21,13:42:59
18.9,21.1,13:43:00
19,21.4,13:43:01
19,21.7,13:43:02
19.2,21.9,13:43:03
19.2,22,13:43:04
19,21.8,13:43:05
19.1,22.3,13:43:06
19.4,22.6,13:43:07
19.5,22.7,13:43:08
19.9,22.9,13:43:09
20,22.9,13:43:10
20.1,23,13:43:11
20.2,24,13:43:12
20.4,24.4,13:43:13
20.5,24.6,13:43:14
20.6,24.8,13:43:15
20.6,24.8,13:43:16
20.5,23.5,13:43:17
20.4,23.5,13:43:18
20.5,23.7,13:43:19
20.4,23.8,13:43:20
20.5,24,13:43:21
20.4,23.1,13:43:22
20.2,23.1,13:43:23
19.9,22.8,13:43:24
19.9,22.6,13:43:25
20,22.7,13:43:26
20.1,22.6,13:43:27
20.1,22.6,13:43:28
20,22.6,13:43:29
19.9,23.4,13:43:30
19.8,22.5,13:43:31
19.9,22.3,13:43:32
19.8,22.2,13:43:33
19.8,22.2,13:43:34
19.9,22.3,13:43:35
19.8,22.1,13:43:36
19.8,22.1,13:43:37
20,22.4,13:43:38
19.8,22.1,13:43:39
19.8,22.1,13:43:40
19.7,22,13:43:41
19.6,21.9,13:43:42
19.6,21.9,13:43:43
19.5,21.7,13:43:44
19.5,21.7,13:43:45
19.6,21.9,13:43:46
19.6,21.9,13:43:47
19.8,22.1,13:43:48
19.8,22.1,13:43:49
19.8,22.1,13:43:50
19.8,22.1,13:43:51
19.6,21.9,13:43:52
19.6,22,13:43:53
19.8,22.2,13:43:54
19.8,22.4,13:43:55
19.9,22.5,13:43:56
19.8,22.4,13:43:57
19.8,22.3,13:43:58
19.8,23,13:43:59
19.8,22.2,13:44:00
20,22.5,13:44:01
20.1,23.1,13:44:02
20,23.1,13:44:03
20.3,23.7,13:44:04
20.4,23.8,13:44:05
20.6,24,13:44:06
20.5,23.8,13:44:07
20.3,23.7,13:44:08
20.1,23.5,13:44:09
20.1,24,13:44:10
20.2,24.5,13:44:11
20.2,24,13:44:12
20.2,24,13:44:13
20.4,24.1,13:44:14
20.2,23.7,13:44:15
20.2,23.3,13:44:16
20.2,23.3,13:44:17
20,23.3,13:44:18
20.2,24.7,13:44:19
20.3,26.1,13:44:20
20.6,26.3,13:44:21
21,26.5,13:44:22
21.1,25.8,13:44:23
21.2,27.6,13:44:24
21.3,27.5,13:44:25
21.5,27.9,13:44:26
21.5,28,13:44:27
21.3,27.8,13:44:28
21.6,27.3,13:44:29
21.5,27.4,13:44:30
21.6,27.2,13:44:31
21.4,26.6,13:44:32
21.5,26.5,13:44:33
21.4,26.2,13:44:34
21.3,26.1,13:44:35
21,26.6,13:44:36
20.8,26.2,13:44:37
20.8,26.1,13:44:38
20.9,26.3,13:44:39
20.8,25.8,13:44:40
20.7,25.4,13:44:41
20.7,25.6,13:44:42
20.7,25.4,13:44:43
20.6,26.4,13:44:44
20.6,26.3,13:44:45
20.3,26.2,13:44:46
20.3,26,13:44:47
20.4,25.8,13:44:48
20.1,24.4,13:44:49
19.9,22.7,13:44:50
19.7,22.7,13:44:51
19.4,22.5,13:44:52
19.1,22.3,13:44:53
19.1,21.4,13:44:54
19.1,21.4,13:44:55
18.8,21,13:44:56
18.8,21,13:44:57
18.9,21.1,13:44:58
18.7,20.9,13:44:59
18.7,20.9,13:45:00
18.5,20.7,13:45:01
18.7,20.9,13:45:02
18.5,20.7,13:45:03
18.5,20.7,13:45:04
18.7,20.9,13:45:05
18.6,20.7,13:45:06
18.7,20.8,13:45:07
18.8,20.9,13:45:08
18.9,21,13:45:09
18.9,21,13:45:10
18.9,21,13:45:11
18.9,21,13:45:12
18.9,21,13:45:13
18.7,20.7,13:45:14
18.7,20.7,13:45:15
18.8,20.9,13:45:16
18.9,21.1,13:45:17
18.8,21,13:45:18
18.9,21.1,13:45:19
18.9,21.1,13:45:20
18.8,21.1,13:45:21
19,21.3,13:45:22
19.1,21.4,13:45:23
18.8,21,13:45:24
18.6,20.8,13:45:25
18.6,20.8,13:45:26
18.7,20.9,13:45:27
18.9,21.1,13:45:28
18.6,20.8,13:45:29
18.7,20.9,13:45:30
18.6,20.8,13:45:31
18.4,20.6,13:45:32
18.3,20.5,13:45:33
18.5,20.7,13:45:34
18.3,20.5,13:45:35
18.5,20.7,13:45:36
18.5,20.7,13:45:37
18.4,20.6,13:45:38
18.3,20.9,13:45:39
18.1,21.5,13:45:40
18.1,21.6,13:45:41
18,21.1,13:45:42
18,21,13:45:43
17.9,20.9,13:45:44
17.9,20.8,13:45:45
18,20.2,13:45:46
17.9,20.1,13:45:47
17.7,19.8,13:45:48
17.7,19.8,13:45:49
17.8,19.9,13:45:50
17.8,19.9,13:45:51
17.6,19.7,13:45:52
17.5,19.6,13:45:53
17.7,19.8,13:45:54
17.8,19.9,13:45:55
17.9,20.1,13:45:56
17.9,20.2,13:45:57
17.8,20.2,13:45:58
18,20.7,13:45:59
18.2,20.9,13:46:00
18.3,20.7,13:46:01
18.4,20.6,13:46:02
18.6,20.9,13:46:03
18.3,20.7,13:46:04
18.1,20.4,13:46:05
18,20.3,13:46:06
18.1,21,13:46:07
18.1,20.9,13:46:08
18.3,20.5,13:46:09
18.5,20.7,13:46:10
18.5,20.7,13:46:11
18.7,20.9,13:46:12
18.6,20.9,13:46:13
18.7,21.5,13:46:14
19.1,25.6,13:46:15
19,25.5,13:46:16
18.9,25.4,13:46:17
18.9,25.5,13:46:18
18.8,26.6,13:46:19
18.9,28.1,13:46:20
18.8,27.9,13:46:21
18.7,27.8,13:46:22
19,28.4,13:46:23
18.8,28.2,13:46:24
18.8,28.1,13:46:25
18.7,28,13:46:26
18.7,27.6,13:46:27
18.8,27.9,13:46:28
18.9,27.8,13:46:29
18.8,27.7,13:46:30
18.7,27.6,13:46:31
18.8,27.9,13:46:32
18.8,28.2,13:46:33
18.9,28.3,13:46:34
19.2,28.5,13:46:35
19.2,28.8,13:46:36
19.3,28,13:46:37
19.3,28,13:46:38
19.2,27.9,13:46:39
19.1,27.3,13:46:40
19,26.7,13:46:41
18.9,26.8,13:46:42
18.9,26.4,13:46:43
19.1,26.1,13:46:44
18.7,22,13:46:45
19.1,22.3,13:46:46
19.5,22,13:46:47
19.5,22.1,13:46:48
19.4,21.7,13:46:49
19.3,21.5,13:46:50
19.4,21.6,13:46:51
19.6,21.8,13:46:52
19.6,21.8,13:46:53
19.5,21.7,13:46:54
19.4,21.5,13:46:55
19.3,21.4,13:46:56
19.4,21.5,13:46:57
19.3,21.5,13:46:58
19.3,21.5,13:46:59
19.2,21.4,13:47:00
19.3,21.5,13:47:01
28.1,32.7,13:47:02
28.4,32.3,13:47:03
29,32.6,13:47:04
28.8,32.4,13:47:05
28.7,32.2,13:47:06
28.6,32.2,13:47:07
28.7,32.3,13:47:08
28.7,32.4,13:47:09
28.7,32.2,13:47:10
28.6,32.2,13:47:11
28.7,32.3,13:47:12
28.6,32.9,13:47:14
28.6,32.9,13:47:14
28.8,33.2,13:47:15
28.3,33.1,13:47:16
27.9,32.9,13:47:17
27.9,32.7,13:47:18
27.9,32.2,13:47:19
28,33.3,13:47:20
28.1,33.3,13:47:21
27.9,33.3,13:47:22
27.8,33.2,13:47:23
27.8,33.2,13:47:24
27.7,33.2,13:47:25
27.7,33.2,13:47:26
27.5,33,13:47:27
27.3,31.8,13:47:28
27,31.8,13:47:29
27.1,31.9,13:47:30
26.8,31.6,13:47:31
17.9,20,13:47:32
17.6,20.6,13:47:33
16.9,20.5,13:47:34
16.9,20.4,13:47:35
16.8,20.4,13:47:36
16.9,20.5,13:47:37
16.9,20.8,13:47:39
16.8,20.6,13:47:39
16.8,21.3,13:47:40
16.7,21.9,13:47:42
16.9,22.3,13:47:42
17.1,21.9,13:47:43
17.2,22.3,13:47:45
17.1,22.7,13:47:45
16.9,22.5,13:47:46
17,22.6,13:47:48
17.3,24.2,13:47:48
17.4,24.5,13:47:49
17.6,24,13:47:50
17.5,25.7,13:47:51
17.8,25.8,13:47:52
17.8,26.4,13:47:53
17.9,26.8,13:47:54
18.1,27,13:47:55
18.2,27.3,13:47:56
18.1,27.1,13:47:58
18.2,27.2,13:47:58
18.3,27.8,13:47:59
18.2,27.8,13:48:01
18.2,27.8,13:48:01
18.2,27.9,13:48:02
18.2,26.2,13:48:04
18.1,26,13:48:04
18.1,27,13:48:05
18.3,27.2,13:48:07
18.2,27.1,13:48:07
18.1,26.7,13:48:08
18.1,27.1,13:48:10
18.2,27.7,13:48:10
18.4,27.1,13:48:11
18.2,27.2,13:48:13
18.1,27.2,13:48:13
17.8,26.7,13:48:14
17.7,26.7,13:48:16
17.8,28.3,13:48:16
17.8,29,13:48:17
17.6,28.6,13:48:19
17.9,28.8,13:48:20
17.8,32.1,13:48:20
17.9,30.7,13:48:22
17.8,31.3,13:48:23
17.9,31.7,13:48:23
18.1,32.9,13:48:24
18.2,34.5,13:48:26
18.2,36.2,13:48:26
18.4,37.4,13:48:27
18.4,38.4,13:48:29
18.6,38.3,13:48:29
18.8,38.8,13:48:30
19.1,39.3,13:48:32
19.2,40.1,13:48:32
19.3,41.3,13:48:33
19.4,45.1,13:48:35
19.6,45.2,13:48:35
19.6,46.7,13:48:36
19.6,47.5,13:48:38
19.7,47.6,13:48:39
19.8,47.5,13:48:39
19.8,46.4,13:48:41
19.6,47,13:48:42
19.5,46.4,13:48:42
19.6,46,13:48:44
19.7,46.1,13:48:45
19.8,45.4,13:48:45
19.8,44.1,13:48:47
19.8,44.5,13:48:48
19.6,43.4,13:48:48
19.4,43.1,13:48:50
19.1,39.4,13:48:51
19,38.9,13:48:51
19,40.9,13:48:53
18.8,40.2,13:48:54
18.8,39.2,13:48:54
18.5,38.5,13:48:56
18.5,37,13:48:57
18.6,36.4,13:48:57
18.6,36.5,13:48:59
18.5,36.1,13:49:00
18.5,35.6,13:49:00
18.4,35.2,13:49:02
18.3,34.6,13:49:03
18.4,36.6,13:49:04
18.6,33.6,13:49:05
18.5,33.9,13:49:06
18.4,34.9,13:49:07
18.5,36.5,13:49:07
18.7,37.3,13:49:09
18.6,38.1,13:49:10
18.8,38.5,13:49:10
18.8,40.4,13:49:12
19,40.8,13:49:13
19,41,13:49:13
19.1,41.1,13:49:15
19.2,43.7,13:49:16
19.3,43.5,13:49:16
19.3,44.2,13:49:18
19.5,45.1,13:49:19
19.5,45.8,13:49:19
19.6,45.7,13:49:21
19.5,45.8,13:49:22
19.5,45.6,13:49:22
19.5,45.4,13:49:24
19.4,46.2,13:49:25
19.3,45.2,13:49:25
19.4,46.9,13:49:27
19.3,47.3,13:49:28
19.3,47.2,13:49:29
19.2,47.1,13:49:30
19.1,47.4,13:49:31
19.1,48.4,13:49:32
19,48.9,13:49:33
18.7,45.7,13:49:34
18.5,46.1,13:49:35
18.4,45.8,13:49:36
18.4,43.5,13:49:37
18.2,41.6,13:49:38
18.1,40.9,13:49:39
18.2,40.4,13:49:40
18,44.1,13:49:41
18.2,42,13:49:42
18.3,42.1,13:49:43
18.5,42.4,13:49:44
18.9,43.5,13:49:45
19.1,42.5,13:49:46
19.2,43,13:49:47
19.5,41.3,13:49:48
19.6,40.9,13:49:49
19.7,40.5,13:49:50
19.9,41.2,13:49:51
20.1,41.2,13:49:52
20.4,41.2,13:49:53
20.6,42.3,13:49:54
21,41.5,13:49:55
21.2,41.6,13:49:56
21.4,40.4,13:49:57
21.6,40,13:49:58
21.8,39.4,13:49:59
22.1,39.9,13:50:00
22.1,39.7,13:50:01
22.5,39.3,13:50:02
22.7,39.1,13:50:03
23,39.5,13:50:04
23.1,39.1,13:50:05
23.4,38.5,13:50:06
23.8,38.6,13:50:07
23.8,38.3,13:50:08
24,38.8,13:50:09
24.1,38.9,13:50:10
24.6,35.7,13:50:11
24.6,36.1,13:50:12
24.7,37.1,13:50:13
24.5,37.1,13:50:14
24.3,37,13:50:15
24.3,35.9,13:50:16
24.3,36.5,13:50:17
24.4,38.7,13:50:18
24.5,38.8,13:50:19
24.6,38.8,13:50:20
24.9,39.3,13:50:21
24.8,41.4,13:50:22
24.9,39.7,13:50:23
25,39.7,13:50:24
25,39.7,13:50:25
25.2,40,13:50:26
25.3,40.4,13:50:27
25.4,41.6,13:50:28
25.5,42.1,13:50:29
25.5,41.9,13:50:30
25.8,42.8,13:50:31
25.5,42.5,13:50:32
25.3,42.9,13:50:33
25.4,42.7,13:50:34
25.4,42.7,13:50:35
25.7,43.9,13:50:36
25.4,43.4,13:50:37
25.5,43.7,13:50:38
25.6,44,13:50:39
25.7,43.9,13:50:40
25.7,44,13:50:41
25.6,43.5,13:50:42
25.6,42.3,13:50:43
26,43,13:50:44
26,42.3,13:50:45
25.8,42.2,13:50:46
25.7,41.2,13:50:47
25.5,40.9,13:50:48
25.4,41.7,13:50:49
25.2,41.3,13:50:50
25,41,13:50:51
25,40.7,13:50:52
24.7,40,13:50:53
24.7,39,13:50:54
24.5,39.9,13:50:55
24.3,39.7,13:50:56
24.2,39.1,13:50:57
24.2,38.1,13:50:58
24.3,37.8,13:50:59
24.4,37.9,13:51:00
24.5,37.8,13:51:01
24.6,39.2,13:51:02
25,39.2,13:51:03
25,40.8,13:51:04
25.1,40.4,13:51:05
25.1,39.8,13:51:06
25.5,40.5,13:51:07
25.7,43.6,13:51:08
25.6,43.2,13:51:09
25.7,44.1,13:51:10
25.5,43.4,13:51:11
25.6,44,13:51:12
25.4,43.8,13:51:13
25.3,44.1,13:51:14
25.2,43.7,13:51:15
25.4,44,13:51:16
25.6,44.3,13:51:17
25.7,42.4,13:51:18
26,42.9,13:51:19
26.4,44.5,13:51:20
26.4,44.9,13:51:21
26.6,43.5,13:51:22
26.7,44.2,13:51:23
26.7,44.9,13:51:24
27,44.3,13:51:25
27.4,46.1,13:51:26
27.2,45.7,13:51:27
27,45.2,13:51:28
26.7,46,13:51:29
26.8,46.3,13:51:30
26.6,46.1,13:51:31
26.7,45.1,13:51:32
26.6,45,13:51:33
26.6,43.3,13:51:34
26.8,44.7,13:51:35
26.6,44.3,13:51:36
26.7,44.6,13:51:37
26.7,41.4,13:51:38
26.6,41.1,13:51:39
26.5,40.3,13:51:40
26.5,41.9,13:51:41
26.5,41.3,13:51:42
26.6,42.2,13:51:43
26.4,41.1,13:51:44
26.4,42.3,13:51:45
26.1,41.8,13:51:46
26,41.8,13:51:47
26.3,42.8,13:51:48
26.1,41.5,13:51:49
26.2,42,13:51:50
26.4,41.9,13:51:51
26.3,42.2,13:51:52
26.5,43.2,13:51:53
26.6,43.4,13:51:54
26.8,43.9,13:51:55
26.4,42.1,13:51:56
26.2,42,13:51:57
26.3,42.4,13:51:58
26.5,41.3,13:51:59
26.5,41.3,13:52:00
26.5,41.1,13:52:01
26.3,42.3,13:52:02
26.4,42.5,13:52:03
26.6,44.4,13:52:04
26.5,44.2,13:52:05
26.5,44.3,13:52:06
26.2,44,13:52:07
26.1,45.8,13:52:08
26.2,46.2,13:52:09
26.2,46.3,13:52:10
26.2,44.8,13:52:11
26.4,45.4,13:52:12
26.6,45.4,13:52:13
26.8,46.9,13:52:14
26.9,46.3,13:52:15
27.2,47.3,13:52:16
27.2,47.5,13:52:17
27,46.5,13:52:18
27.1,46.4,13:52:19
27,47.4,13:52:20
26.9,48.8,13:52:21
27,48.6,13:52:22
26.7,47.6,13:52:23
26.8,48.1,13:52:24
26.7,48,13:52:25
26.7,48.1,13:52:26
27,48.7,13:52:27
27.4,48.7,13:52:28
27.3,48.9,13:52:29
27.3,48.8,13:52:30
27.2,49.3,13:52:31
27.3,48,13:52:32
27.2,48,13:52:33
27.1,46,13:52:34
27.2,45.5,13:52:35
27.3,45.6,13:52:36
27.1,45.2,13:52:37
27.2,43.6,13:52:38
27.1,43.1,13:52:39
27,42.8,13:52:40
27.1,44.6,13:52:41
26.9,45.7,13:52:42
26.7,45,13:52:43
26.7,44,13:52:44
26.7,44.2,13:52:45
26.7,44.2,13:52:46
26.6,43.9,13:52:47
26.6,44.6,13:52:48
26.6,44.9,13:52:49
26.3,42.4,13:52:50
26.1,39.8,13:52:51
26.1,39.2,13:52:52
26.3,39.7,13:52:53
26.3,39.1,13:52:54
26.2,39,13:52:55
26.3,39.4,13:52:56
26.2,39.2,13:52:57
25.8,39.2,13:52:58
25.8,39.6,13:52:59
25.6,39.5,13:53:00
25.7,39.2,13:53:01
25.6,39.1,13:53:02
25.6,38.7,13:53:03
25.5,38.5,13:53:04
25.2,38,13:53:05
25,39,13:53:06
25.1,40.4,13:53:07
25.1,40.8,13:53:08
25.1,42.1,13:53:09
25.2,42.6,13:53:10
25.2,41,13:53:11
25.2,39.9,13:53:12
25.3,40.2,13:53:13
25.2,40,13:53:14
25.2,40,13:53:15
25.1,39.5,13:53:16
25.3,39.7,13:53:17
25.2,39.7,13:53:18
25.1,39.4,13:53:19
25.1,39.7,13:53:20
25.3,40.2,13:53:21
25.4,40.6,13:53:22
25.2,40.5,13:53:23
25,39.8,13:53:24
24.8,39.1,13:53:25
24.8,38.7,13:53:26
24.9,38.7,13:53:27
25.1,38.9,13:53:28
25.3,38.8,13:53:29
25.2,38.8,13:53:30
25.1,38.8,13:53:31
25,38.7,13:53:32
25,38.6,13:53:33
25.2,39.8,13:53:34
25.4,40,13:53:35
25.5,38.7,13:53:36
25.6,37.5,13:53:37
25.5,37.6,13:53:38
25.6,38,13:53:39
25.5,38.5,13:53:40
25.7,38.9,13:53:41
25.6,38.3,13:53:42
25.7,38.9,13:53:43
25.8,39.8,13:53:44
25.7,40.3,13:53:45
25.7,40.2,13:53:46
25.6,40.2,13:53:47
25.7,39.8,13:53:48
25.8,40.1,13:53:49
25.8,39.8,13:53:50
25.5,39.4,13:53:51
25.3,39,13:53:52
25.6,42.5,13:53:53
25.9,43.1,13:53:54
26.1,43.7,13:53:55
26.2,44,13:53:56
26.2,44.1,13:53:57
26.2,44.6,13:53:58
26.3,45,13:53:59
26.6,45.1,13:54:00
26.7,45.1,13:54:01
27,45.7,13:54:02
27.1,47.2,13:54:03
27.3,46.6,13:54:04
27.3,46.7,13:54:05
27.4,47.9,13:54:06
27.2,47.5,13:54:07
27.4,47.3,13:54:08
27.3,46.1,13:54:09
27.5,45.6,13:54:10
27.4,44.9,13:54:11
27.4,45.2,13:54:12
27.2,44.3,13:54:13
27,42.9,13:54:14
27,42.4,13:54:15
26.8,42.5,13:54:16
26.8,41.7,13:54:17
26.6,41.2,13:54:18
26.5,40.6,13:54:19
26.4,40.3,13:54:20
26.4,40.4,13:54:21
26.3,41.5,13:54:22
26.6,38.8,13:54:23
26.3,39.4,13:54:24
26.2,39.8,13:54:25
26.3,41.1,13:54:26
26.2,42.1,13:54:27
26.3,42.5,13:54:28
26,41.9,13:54:29
25.9,41.8,13:54:30
